,toi,toipfx,pl_tranmid,pl_trandurh,pl_orbper,pl_trandep,pl_rade,st_teff,st_logg,st_rad,ra,dec,st_pmra,st_pmdec,pl_tranmiderr1,pl_tranmiderr2,pl_orbpererr1,pl_orbpererr2,pl_radeerr1,pl_radeerr2,st_tefferr1,st_tefferr2,st_loggerr1,st_loggerr2,st_raderr1,st_raderr2,st_pmraerr1,st_pmraerr2,st_pmdecerr1,st_pmdecerr2
3805,K2-99 b,K2-99,2457233.82485,11.0496,18.252213,,8.3,,,1.98,208.7737624,-5.4424943,-0.322918,-1.98787,0.002602,-0.002524,0.001438,-0.001419,1.3,-1.2,,,,,,,0.0769508,-0.0769508,0.0595033,-0.0595033
3806,K2-99 b,K2-99,2457233.8255,,18.24901,,12.37,6053.0,3.9,2.66,208.7737624,-5.4424943,-0.322918,-1.98787,0.0012,-0.0012,0.00062,-0.00062,0.18,-0.1,100.0,-100.0,0.08,-0.08,0.11,-0.11,0.0769508,-0.0769508,0.0595033,-0.0595033
3807,Qatar-2 b,Qatar-2,2457173.98591,,1.33711716,,,4645.0,4.601,0.713,207.6554928,-6.8040714,-88.1844,-15.2903,3e-05,-3e-05,1.2e-07,-1.2e-07,,,50.0,-50.0,0.018,-0.018,0.018,-0.018,0.0655776,-0.0655776,0.082237,-0.082237
3808,Qatar-2 b,Qatar-2,2457008.18278,,1.337116562,,,4645.0,4.601,0.713,207.6554928,-6.8040714,-88.1844,-15.2903,3.2e-05,-3.2e-05,5.9e-08,-5.9e-08,,,50.0,-50.0,0.018,-0.018,0.018,-0.018,0.0655776,-0.0655776,0.082237,-0.082237
3809,Qatar-2 b,Qatar-2,2457218.11,1.50696,1.337,3116.5,,4459.0,4.51739,0.763091,207.6554928,-6.8040714,-88.1844,-15.2903,,,,,,,119.86,-127.45,0.108575,-0.086142,0.065601,-0.058107,0.0655776,-0.0655776,0.082237,-0.082237
3810,Qatar-2 b,Qatar-2,2455624.267096,,1.33711647,,14.056,4645.0,4.53,0.776,207.6554928,-6.8040714,-88.1844,-15.2903,8.7e-05,-8.7e-05,2.6e-07,-2.6e-07,0.146,-0.146,50.0,-50.0,0.005,-0.005,0.008,-0.008,0.0655776,-0.0655776,0.082237,-0.082237
3811,Qatar-2 b,Qatar-2,2457218.1101306,,1.33711644,,,4645.0,,,207.6554928,-6.8040714,-88.1844,-15.2903,6.3e-06,-6.3e-06,3.2e-08,-3.2e-08,,,50.0,-50.0,,,,,0.0655776,-0.0655776,0.082237,-0.082237
3812,Qatar-2 b,Qatar-2,2455617.581506,,1.337116553,,12.89035,4645.0,4.601,0.713,207.6554928,-6.8040714,-88.1844,-15.2903,5.4e-05,-5.4e-05,4.4e-08,-4.4e-08,0.33627,-0.33627,50.0,-50.0,0.018,-0.018,0.018,-0.018,0.0655776,-0.0655776,0.082237,-0.082237
3813,Qatar-2 b,Qatar-2,2457222.12138,1.8504,1.337116,,11.5,,,0.66,207.6554928,-6.8040714,-88.1844,-15.2903,5.2e-05,-5.2e-05,2e-06,-2e-06,4.6,-4.6,,,,,,,0.0655776,-0.0655776,0.082237,-0.082237
3814,Qatar-2 b,Qatar-2,2456030.75054,,1.3371164,,,,,,207.6554928,-6.8040714,-88.1844,-15.2903,0.00015,-0.00015,1.1e-06,-1.1e-06,,,,,,,,,0.0655776,-0.0655776,0.082237,-0.082237
3815,Qatar-2 b,Qatar-2,2455624.26679,1.8096,1.3371182,2725.0,12.823,4645.0,4.601,0.713,207.6554928,-6.8040714,-88.1844,-15.2903,0.00011,-0.00011,3.7e-06,-3.7e-06,0.392,-0.392,50.0,-50.0,0.018,-0.018,0.018,-0.018,0.0655776,-0.0655776,0.082237,-0.082237
3816,Qatar-2 b,Qatar-2,2457226.132853,1.844,1.33711405,3217.0,,4459.0,4.51739,0.763091,207.6554928,-6.8040714,-88.1844,-15.2903,,,,,,,119.86,-127.45,0.108575,-0.086142,0.065601,-0.058107,0.0655776,-0.0655776,0.082237,-0.082237
3817,Qatar-2 b,Qatar-2,2457218.11004,1.83168,1.33711569,3333.5,11.85,,,0.6629,207.6554928,-6.8040714,-88.1844,-15.2903,2.3e-05,-2.3e-05,6.3e-07,-6.3e-07,0.56,-0.2,,,,,0.0304,-0.0086,0.0655776,-0.0655776,0.082237,-0.082237
3818,Qatar-2 b,Qatar-2,2457250.2008155,1.809816,1.33711677,2665.87,12.498035,,,0.7033,207.6554928,-6.8040714,-88.1844,-15.2903,8.4e-06,-8.4e-06,1e-07,-1e-07,0.145717,-0.145717,,,,,0.008,-0.008,0.0655776,-0.0655776,0.082237,-0.082237
3819,Qatar-2 b,Qatar-2,2455624.267096,,1.33711647,,14.056086,4645.0,,0.776,207.6554928,-6.8040714,-88.1844,-15.2903,8.7e-05,-8.7e-05,2.6e-07,-2.6e-07,0.134508,-0.134508,50.0,-50.0,,,0.007,-0.007,0.0655776,-0.0655776,0.082237,-0.082237
3820,TRAPPIST-1 b,TRAPPIST-1,2460501.405464,,1.5108261,,,2566.0,5.2396,0.1192,346.6263919,-5.0434618,901.0,-492.0,1e-05,-1.1e-05,5.8e-06,-5.8e-06,,,26.0,-26.0,0.0056,-0.0073,0.0013,-0.0013,8.0,-8.0,8.0,-8.0
3821,TRAPPIST-1 b,TRAPPIST-1,2458362.0021,,1.51087,,,,,,346.6263919,-5.0434618,901.0,-492.0,0.0016,-0.0022,0.00022,-0.00017,,,,,,,,,8.0,-8.0,8.0,-8.0
3822,TRAPPIST-1 b,TRAPPIST-1,2457322.51736,0.6067,1.51087081,726.6,1.086,2559.0,,0.117,346.6263919,-5.0434618,901.0,-492.0,0.0001,-0.0001,6e-07,-6e-07,0.035,-0.035,50.0,-50.0,,,0.0036,-0.0036,8.0,-8.0,8.0,-8.0
3823,TRAPPIST-1 b,TRAPPIST-1,2457322.514193,0.60515,1.51088432,,,2520.0,,0.1234,346.6263919,-5.0434618,901.0,-492.0,3e-06,-3e-06,1.5e-07,-1.5e-07,,,39.0,-39.0,,,0.0033,-0.0033,8.0,-8.0,8.0,-8.0
3824,TRAPPIST-1 b,TRAPPIST-1,,0.601,1.510826,737.8,1.116,2566.0,5.2396,0.1192,346.6263919,-5.0434618,901.0,-492.0,,,6e-06,-6e-06,0.014,-0.012,26.0,-26.0,0.0056,-0.0073,0.0013,-0.0013,8.0,-8.0,8.0,-8.0
3825,TRAPPIST-1 b,TRAPPIST-1,,,,,1.121,,,,346.6263919,-5.0434618,901.0,-492.0,,,,,0.031,-0.032,,,,,,,8.0,-8.0,8.0,-8.0
3826,TRAPPIST-1 b,TRAPPIST-1,2460209.808352,0.6401499,1.51094471179,1069.3488200000002,1.20389172,5780.0,5.27596,0.114827,346.6263919,-5.0434618,901.0,-492.0,0.00109332,-0.00109332,0.00012604707,-0.00012604707,0.23403676,-0.23403676,,,0.071909,-0.071909,0.003357,-0.003357,8.0,-8.0,8.0,-8.0
3827,TRAPPIST-1 b,TRAPPIST-1,2457322.51765,0.602,1.510848,754.0,1.113,2550.0,,0.117,346.6263919,-5.0434618,901.0,-492.0,0.00025,-0.00025,1.9e-05,-1.9e-05,0.044,-0.044,55.0,-55.0,,,0.004,-0.004,8.0,-8.0,8.0,-8.0
3828,TRAPPIST-1 b,TRAPPIST-1,2457512.88646,0.602,,801.5,,,5.27596,0.114827,346.6263919,-5.0434618,901.0,-492.0,0.0003,-0.0003,,,,,,,0.071909,-0.071909,0.003357,-0.003357,8.0,-8.0,8.0,-8.0
3829,TRAPPIST-1 c,TRAPPIST-1,,0.7005,2.421937,712.3000000000001,1.097,2566.0,5.2396,0.1192,346.6263919,-5.0434618,901.0,-492.0,,,1.8e-05,-1.8e-05,0.014,-0.012,26.0,-26.0,0.0056,-0.0073,0.0013,-0.0013,8.0,-8.0,8.0,-8.0
3830,TRAPPIST-1 c,TRAPPIST-1,2457362.72618,0.6963,2.421848,672.0,1.049,2550.0,,0.117,346.6263919,-5.0434618,901.0,-492.0,0.00033,-0.00033,2.8e-05,-2.8e-05,0.05,-0.05,55.0,-55.0,,,0.004,-0.004,8.0,-8.0,8.0,-8.0
3831,TRAPPIST-1 c,TRAPPIST-1,2457282.80728,0.7062,2.4218233,687.0,1.056,2559.0,,0.117,346.6263919,-5.0434618,901.0,-492.0,0.00019,-0.00019,1.7e-06,-1.7e-06,0.035,-0.035,50.0,-50.0,,,0.0036,-0.0036,8.0,-8.0,8.0,-8.0
3832,TRAPPIST-1 c,TRAPPIST-1,2460501.385348,,2.4219371,,,2566.0,5.2396,0.1192,346.6263919,-5.0434618,901.0,-492.0,1.1e-05,-1.2e-05,1.8e-05,-1.79e-05,,,26.0,-26.0,0.0056,-0.0073,0.0013,-0.0013,8.0,-8.0,8.0,-8.0
3833,TRAPPIST-1 c,TRAPPIST-1,2457282.8113871,0.707,2.42179346,,,2520.0,,0.1234,346.6263919,-5.0434618,901.0,-492.0,3.8e-06,-3.8e-06,2.3e-07,-2.3e-07,,,39.0,-39.0,,,0.0033,-0.0033,8.0,-8.0,8.0,-8.0
3834,TRAPPIST-1 c,TRAPPIST-1,,,,,1.095,,,,346.6263919,-5.0434618,901.0,-492.0,,,,,0.03,-0.031,,,,,,,8.0,-8.0,8.0,-8.0
3835,TRAPPIST-1 c,TRAPPIST-1,2457512.88019,0.6963,,729.0,,,5.27596,0.114827,346.6263919,-5.0434618,901.0,-492.0,0.00016,-0.00016,,,,,,,0.071909,-0.071909,0.003357,-0.003357,8.0,-8.0,8.0,-8.0
3836,TRAPPIST-1 d,TRAPPIST-1,2457670.14165,0.8188,4.04961,367.0,0.772,2559.0,,0.117,346.6263919,-5.0434618,901.0,-492.0,0.00035,-0.00035,6.3e-05,-6.3e-05,0.03,-0.03,50.0,-50.0,,,0.0036,-0.0036,8.0,-8.0,8.0,-8.0
3837,TRAPPIST-1 d,TRAPPIST-1,,,,,0.784,,,,346.6263919,-5.0434618,901.0,-492.0,,,,,0.023,-0.023,,,,,,,8.0,-8.0,8.0,-8.0
3838,TRAPPIST-1 d,TRAPPIST-1,,0.8145,4.049219,367.59999999999997,0.788,2566.0,5.2396,0.1192,346.6263919,-5.0434618,901.0,-492.0,,,2.6e-05,-2.6e-05,0.011,-0.01,26.0,-26.0,0.0056,-0.0073,0.0013,-0.0013,8.0,-8.0,8.0,-8.0
3839,TRAPPIST-1 d,TRAPPIST-1,2457670.1463014,0.8228,4.04978035,,,2520.0,,0.1234,346.6263919,-5.0434618,901.0,-492.0,1.84e-05,-1.84e-05,2.66e-06,-2.66e-06,,,39.0,-39.0,,,0.0033,-0.0033,8.0,-8.0,8.0,-8.0
3840,TRAPPIST-1 e,TRAPPIST-1,2457660.3676621,0.9385,6.09956479,,,2520.0,,0.1234,346.6263919,-5.0434618,901.0,-492.0,1.43e-05,-1.43e-05,1.78e-06,-1.78e-06,,,39.0,-39.0,,,0.0033,-0.0033,8.0,-8.0,8.0,-8.0
3841,TRAPPIST-1 e,TRAPPIST-1,,0.9293,6.101013,501.2,0.92,2566.0,5.2396,0.1192,346.6263919,-5.0434618,901.0,-492.0,,,3.5e-05,-3.5e-05,0.013,-0.012,26.0,-26.0,0.0056,-0.0073,0.0013,-0.0013,8.0,-8.0,8.0,-8.0
3842,TRAPPIST-1 e,TRAPPIST-1,2457660.37859,0.9535,6.099615,519.0,0.918,2559.0,,0.117,346.6263919,-5.0434618,901.0,-492.0,0.00038,-0.00038,1.1e-05,-1.1e-05,0.039,-0.039,50.0,-50.0,,,0.0036,-0.0036,8.0,-8.0,8.0,-8.0
3843,TRAPPIST-1 e,TRAPPIST-1,2458361.8113,,6.09705,,,,,,346.6263919,-5.0434618,901.0,-492.0,0.0028,-0.0025,0.00096,-0.00093,,,,,,,,,8.0,-8.0,8.0,-8.0
3844,TRAPPIST-1 e,TRAPPIST-1,,,,,0.91,,,,346.6263919,-5.0434618,901.0,-492.0,,,,,0.026,-0.027,,,,,,,8.0,-8.0,8.0,-8.0
3845,TRAPPIST-1 f,TRAPPIST-1,,,,,1.046,,,,346.6263919,-5.0434618,901.0,-492.0,,,,,0.029,-0.03,,,,,,,8.0,-8.0,8.0,-8.0
3846,TRAPPIST-1 f,TRAPPIST-1,2457671.3737299,1.055,9.20659399,,,2520.0,,0.1234,346.6263919,-5.0434618,901.0,-492.0,1.57e-05,-1.57e-05,2.12e-06,-2.12e-06,,,39.0,-39.0,,,0.0033,-0.0033,8.0,-8.0,8.0,-8.0
3847,TRAPPIST-1 f,TRAPPIST-1,2458361.8545,,9.2129,,,,,,346.6263919,-5.0434618,901.0,-492.0,0.0018,-0.0018,0.001,-0.001,,,,,,,,,8.0,-8.0,8.0,-8.0
3848,TRAPPIST-1 f,TRAPPIST-1,,1.048,9.20754,646.5,1.045,2566.0,5.2396,0.1192,346.6263919,-5.0434618,901.0,-492.0,,,3.2e-05,-3.2e-05,0.013,-0.012,26.0,-26.0,0.0056,-0.0073,0.0013,-0.0013,8.0,-8.0,8.0,-8.0
3849,TRAPPIST-1 f,TRAPPIST-1,2457671.39767,1.043,9.20669,673.0,1.045,2559.0,,0.117,346.6263919,-5.0434618,901.0,-492.0,0.00023,-0.00023,1.5e-05,-1.5e-05,0.038,-0.038,50.0,-50.0,,,0.0036,-0.0036,8.0,-8.0,8.0,-8.0
3850,TRAPPIST-1 g,TRAPPIST-1,,,,,1.148,,,,346.6263919,-5.0434618,901.0,-492.0,,,,,0.032,-0.033,,,,,,,8.0,-8.0,8.0,-8.0
3851,TRAPPIST-1 g,TRAPPIST-1,2457665.34937,1.14,12.35294,782.0,1.127,2559.0,,0.117,346.6263919,-5.0434618,901.0,-492.0,0.00021,-0.00021,0.00012,-0.00012,0.041,-0.041,50.0,-50.0,,,0.0036,-0.0036,8.0,-8.0,8.0,-8.0
3852,TRAPPIST-1 g,TRAPPIST-1,,1.137,12.352446,755.5,1.129,2566.0,5.2396,0.1192,346.6263919,-5.0434618,901.0,-492.0,,,5.4e-05,-5.4e-05,0.015,-0.013,26.0,-26.0,0.0056,-0.0073,0.0013,-0.0013,8.0,-8.0,8.0,-8.0
3853,TRAPPIST-1 g,TRAPPIST-1,2457665.3628439,1.152,12.3535557,,,2520.0,,0.1234,346.6263919,-5.0434618,901.0,-492.0,2.06e-05,-2.06e-05,3.41e-06,-3.41e-06,,,39.0,-39.0,,,0.0033,-0.0033,8.0,-8.0,8.0,-8.0
3854,TRAPPIST-1 h,TRAPPIST-1,,1.269,18.772866,337.5,0.755,2566.0,5.2396,0.1192,346.6263919,-5.0434618,901.0,-492.0,,,0.000214,-0.000214,0.014,-0.014,26.0,-26.0,0.0056,-0.0073,0.0013,-0.0013,8.0,-8.0,8.0,-8.0
3855,TRAPPIST-1 h,TRAPPIST-1,,,,,0.773,,,,346.6263919,-5.0434618,901.0,-492.0,,,,,0.026,-0.027,,,,,,,8.0,-8.0,8.0,-8.0
3856,TRAPPIST-1 h,TRAPPIST-1,2457662.55284,1.26,18.767,346.0,0.752,,5.27596,0.114827,346.6263919,-5.0434618,901.0,-492.0,0.00037,-0.00037,0.004,-0.003,0.032,-0.031,,,0.071909,-0.071909,0.003357,-0.003357,8.0,-8.0,8.0,-8.0
3857,TRAPPIST-1 h,TRAPPIST-1,2457662.5741486,1.271,18.7672745,,,2520.0,,0.1234,346.6263919,-5.0434618,901.0,-492.0,9.13e-05,-9.13e-05,1.876e-05,-1.876e-05,,,39.0,-39.0,,,0.0033,-0.0033,8.0,-8.0,8.0,-8.0
3858,TRAPPIST-1 h,TRAPPIST-1,2457662.55463,1.28,20.0,352.0,0.755,2559.0,,0.117,346.6263919,-5.0434618,901.0,-492.0,0.00056,-0.00056,15.0,-6.0,0.034,-0.034,50.0,-50.0,,,0.0036,-0.0036,8.0,-8.0,8.0,-8.0
3859,V1298 Tau b,V1298 Tau,2457067.0488,6.42,24.1396,,10.27,,,1.345,61.331654,20.1570318,5.22793,-16.0768,0.0018,-0.0018,0.0018,-0.0018,0.58,-0.53,,,,,0.056,-0.051,0.130671,-0.130671,0.0480119,-0.0480119
3860,V1298 Tau b,V1298 Tau,2457067.04914,6.42,24.13861,500.0,10.22,4970.0,4.246,1.314,61.331654,20.1570318,5.22793,-16.0768,0.00058,-0.00061,0.00102,-0.0009,0.55,-0.59,120.0,-120.0,0.034,-0.034,0.052,-0.064,0.130671,-0.130671,0.0480119,-0.0480119
3861,V1298 Tau b,V1298 Tau,2459481.09023,6.42,24.1315,,9.53,,,1.33,61.331654,20.1570318,5.22793,-16.0768,0.00129,-0.00132,0.0033,-0.0034,0.32,-0.32,,,,,0.04,-0.03,0.130671,-0.130671,0.0480119,-0.0480119
3862,V1298 Tau b,V1298 Tau,2457067.0486,,24.1399,,9.72939525,5050.0,,1.278,61.331654,20.1570318,5.22793,-16.0768,0.0015,-0.0015,0.0015,-0.0015,0.62770292,-0.62770292,100.0,-100.0,,,0.07,-0.07,0.130671,-0.130671,0.0480119,-0.0480119
3863,V1298 Tau b,V1298 Tau,2458781.083656,,24.141341,,,,,1.407,61.331654,20.1570318,5.22793,-16.0768,0.0013,-0.0013,2.3e-05,-2.3e-05,,,,,,,0.018,-0.018,0.130671,-0.130671,0.0480119,-0.0480119
3864,V1298 Tau c,V1298 Tau,2459481.16636,4.66,8.2438,,5.05,,,1.33,61.331654,20.1570318,5.22793,-16.0768,0.00269,-0.00339,0.0024,-0.002,0.14,-0.14,,,,,0.04,-0.03,0.130671,-0.130671,0.0480119,-0.0480119
3865,V1298 Tau c,V1298 Tau,2457064.2797,4.66,8.24958,,5.59,,,1.345,61.331654,20.1570318,5.22793,-16.0768,0.0034,-0.0034,0.00072,-0.00072,0.36,-0.32,,,,,0.056,-0.051,0.130671,-0.130671,0.0480119,-0.0480119
3866,V1298 Tau c,V1298 Tau,2457064.2801,,8.24892,,5.15613112,5050.0,,1.278,61.331654,20.1570318,5.22793,-16.0768,0.0041,-0.0041,0.00083,-0.00083,0.38110534,-0.38110534,100.0,-100.0,,,0.07,-0.07,0.130671,-0.130671,0.0480119,-0.0480119
3867,V1298 Tau c,V1298 Tau,2458846.59715,,8.24959,,,,,,61.331654,20.1570318,5.22793,-16.0768,0.00016,-0.00019,0.00022,-0.00018,,,,,,,,,0.130671,-0.130671,0.0480119,-0.0480119
3868,V1298 Tau d,V1298 Tau,2457072.3913,5.59,12.4032,,6.41,,,1.345,61.331654,20.1570318,5.22793,-16.0768,0.003,-0.003,0.0015,-0.0015,0.45,-0.4,,,,,0.056,-0.051,0.130671,-0.130671,0.0480119,-0.0480119
3869,V1298 Tau d,V1298 Tau,2459478.41494,5.59,12.396,,6.13,,,1.33,61.331654,20.1570318,5.22793,-16.0768,0.00172,-0.00157,0.0019,-0.002,0.28,-0.28,,,,,0.04,-0.03,0.130671,-0.130671,0.0480119,-0.0480119
3870,V1298 Tau d,V1298 Tau,2457072.3907,,12.4058,,6.43395492,5050.0,,1.278,61.331654,20.1570318,5.22793,-16.0768,0.0063,-0.0063,0.0018,-0.0018,0.45956821,-0.45956821,100.0,-100.0,,,0.07,-0.07,0.130671,-0.130671,0.0480119,-0.0480119
3871,V1298 Tau e,V1298 Tau,2457096.6229,7.45,60.0,,8.74,,,1.345,61.331654,20.1570318,5.22793,-16.0768,0.0023,-0.0023,60.0,-18.0,0.84,-0.72,,,,,0.056,-0.051,0.130671,-0.130671,0.0480119,-0.0480119
3872,V1298 Tau e,V1298 Tau,2459481.7967,,53.5,,9.97599282,4941.0,4.227,1.43,61.331654,20.1570318,5.22793,-16.0768,,,0.4,-0.4,,,31.0,-16.0,0.01,-0.008,0.03,-0.03,0.130671,-0.130671,0.0480119,-0.0480119
3873,V1298 Tau e,V1298 Tau,2459481.79668,7.44,44.1699,,9.94,,,1.33,61.331654,20.1570318,5.22793,-16.0768,0.00121,-0.00114,,,0.39,-0.39,,,,,0.04,-0.03,0.130671,-0.130671,0.0480119,-0.0480119
3874,V1298 Tau e,V1298 Tau,2457096.6226,,40.2,,8.23860081,5050.0,,1.278,61.331654,20.1570318,5.22793,-16.0768,0.0031,-0.0031,1.0,-1.0,0.80704661,-0.80704661,100.0,-100.0,,,0.07,-0.07,0.130671,-0.130671,0.0480119,-0.0480119
3875,WASP-107 b,WASP-107,2456514.4106,2.7528,5.72149,2170.0,10.53646,4430.0,4.5,0.66,188.3864277,-10.1462141,-96.6468,-9.48261,0.0001,-0.0001,2e-06,-2e-06,0.22418,-0.22418,120.0,-120.0,0.1,-0.1,0.02,-0.02,0.110343,-0.110343,0.058166,-0.058166
3876,WASP-107 b,WASP-107,2457584.329746,2.73864,5.72149242,2091.0,10.357116,,,0.657,188.3864277,-10.1462141,-96.6468,-9.48261,1.1e-05,-1.1e-05,4.6e-07,-4.6e-07,0.246598,-0.246598,,,,,0.016,-0.016,0.110343,-0.110343,0.058166,-0.058166
3877,WASP-107 b,WASP-107,2459958.747244,,5.72148722,,,,,,188.3864277,-10.1462141,-96.6468,-9.48261,8.2e-06,-8.2e-06,3e-07,-3e-07,,,,,,,,,0.110343,-0.110343,0.058166,-0.058166
3878,WASP-107 b,WASP-107,,,5.7214742,,,4425.0,4.633,0.67,188.3864277,-10.1462141,-96.6468,-9.48261,,,,,,,70.0,-70.0,0.012,-0.012,0.02,-0.02,0.110343,-0.110343,0.058166,-0.058166
3879,WASP-107 b,WASP-107,2457584.329897,,5.7214742,,10.55,4425.0,4.633,0.67,188.3864277,-10.1462141,-96.6468,-9.48261,3.2e-05,-3.2e-05,4.3e-07,-4.3e-07,0.32,-0.32,70.0,-70.0,0.012,-0.012,0.02,-0.02,0.110343,-0.110343,0.058166,-0.058166
3880,WASP-107 b,WASP-107,2458574.14194,2.648,5.72226,2554.9,12.8433,4233.2,4.64,0.73,188.3864277,-10.1462141,-96.6468,-9.48261,0.0002,-0.0002,0.00011,-0.00011,0.928107,-0.928107,164.2,-164.2,,,0.05,-0.05,0.110343,-0.110343,0.058166,-0.058166
3881,WASP-107 b,WASP-107,2457515.672118,,5.72148926,,,4430.0,4.5,0.66,188.3864277,-10.1462141,-96.6468,-9.48261,7.5e-05,-7.5e-05,8.5e-07,-8.5e-07,,,120.0,-120.0,0.1,-0.1,0.02,-0.02,0.110343,-0.110343,0.058166,-0.058166
3882,WASP-107 b,WASP-107,2457584.32945,,5.7214904,,,,,,188.3864277,-10.1462141,-96.6468,-9.48261,0.00017,-0.00017,1.1e-06,-1.1e-06,,,,,,,,,0.110343,-0.110343,0.058166,-0.058166
3883,WASP-107 b,WASP-107,,,,,,,,,188.3864277,-10.1462141,-96.6468,-9.48261,,,,,,,,,,,,,0.110343,-0.110343,0.058166,-0.058166
3884,WASP-107 b,WASP-107,2457584.329897,2.7528,5.7214742,,,4425.0,,0.67,188.3864277,-10.1462141,-96.6468,-9.48261,3.2e-05,-3.2e-05,4.3e-06,-4.3e-06,,,70.0,-70.0,,,0.02,-0.02,0.110343,-0.110343,0.058166,-0.058166
3885,WASP-107 b,WASP-107,2457584.329897,,5.7214742,,10.626132,4430.0,4.5,0.66,188.3864277,-10.1462141,-96.6468,-9.48261,3.2e-05,-3.2e-05,4.3e-06,-4.3e-06,0.33627,-0.33627,120.0,-120.0,0.1,-0.1,0.02,-0.02,0.110343,-0.110343,0.058166,-0.058166
3886,WASP-107 b,WASP-107,2456680.3346,,5.721488,,,4430.0,4.5,0.66,188.3864277,-10.1462141,-96.6468,-9.48261,0.0003,-0.0003,3e-06,-3e-06,,,120.0,-120.0,0.1,-0.1,0.02,-0.02,0.110343,-0.110343,0.058166,-0.058166
3890,WASP-118 b,WASP-118,2460226.955884,5.824,4.0460644,800.4,18.2851,6404.0,4.03,1.81,19.5505861,2.7027847,2.46124,-14.5949,0.0024571,-0.0024571,1.32e-05,-1.32e-05,1.60389,-1.60389,123.1,-123.1,0.09,-0.09,0.1,-0.1,0.0836061,-0.0836061,0.0714754,-0.0714754
3891,WASP-118 b,WASP-118,2457888.34009,,4.04605063,,,6410.0,4.1,1.696,19.5505861,2.7027847,2.46124,-14.5949,0.00021,-0.00021,9.4e-07,-9.4e-07,,,125.0,-125.0,0.012,-0.012,0.029,-0.029,0.0836061,-0.0836061,0.0714754,-0.0714754
3892,WASP-118 b,WASP-118,2456787.81249,4.9488,4.0460654,649.0,14.94,,,1.696,19.5505861,2.7027847,2.46124,-14.5949,0.00068,-0.00068,4.3e-06,-4.3e-06,0.268,-0.268,,,,,0.029,-0.029,0.0836061,-0.0836061,0.0714754,-0.0714754
3893,WASP-118 b,WASP-118,2456787.81423,4.8048,4.0460435,755.0,16.14096,6410.0,4.1,1.696,19.5505861,2.7027847,2.46124,-14.5949,0.00062,-0.00062,4.4e-06,-4.4e-06,0.403524,-0.403524,125.0,-125.0,0.012,-0.012,0.029,-0.029,0.0836061,-0.0836061,0.0714754,-0.0714754
3894,WASP-118 b,WASP-118,2457423.044825,4.91136,4.0460407,667.9000000000001,15.625346,,,1.754,19.5505861,2.7027847,2.46124,-14.5949,2e-05,-2e-05,2.6e-06,-2.6e-06,0.145717,-0.145717,,,,,0.016,-0.016,0.0836061,-0.0836061,0.0714754,-0.0714754
3895,WASP-118 b,WASP-118,2459450.11564,,4.0460496,,,,,,19.5505861,2.7027847,2.46124,-14.5949,0.00026,-0.00026,1e-06,-1e-06,,,,,,,,,0.0836061,-0.0836061,0.0714754,-0.0714754
3896,WASP-118 b,WASP-118,2457394.72301,4.9296,4.046005,,12.0,,,1.38,19.5505861,2.7027847,2.46124,-14.5949,0.000193,-0.0002,1.9e-05,-1.8e-05,1.2,-0.9,,,,,,,0.0836061,-0.0836061,0.0714754,-0.0714754
3897,WASP-151 b,WASP-151,2459450.126596,3.6052513,4.53346998242,1192.9862,13.22170304,5846.0,4.31,1.1971,349.0634651,0.3066895,-0.127374,-10.564,0.00053167,-0.00053167,5.00116e-06,-5.00116e-06,0.7488764,-0.7488764,131.9,-131.9,0.08,-0.08,0.063678,-0.063678,0.0653389,-0.0653389,0.054078,-0.054078
3898,WASP-151 b,WASP-151,2457813.544391,,4.5334686,,,,,,349.0634651,0.3066895,-0.127374,-10.564,7.5e-05,-7.5e-05,1.7e-06,-1.7e-06,,,,,,,,,0.0653389,-0.0653389,0.054078,-0.054078
3899,WASP-151 b,WASP-151,2457741.0081,3.66,4.533471,,12.66617,5871.0,4.35,1.14,349.0634651,0.3066895,-0.127374,-10.564,0.0001,-0.0002,4e-06,-4e-06,0.33627,-0.33627,57.0,-57.0,0.02,-0.03,0.03,-0.03,0.0653389,-0.0653389,0.054078,-0.054078
3900,WASP-151 b,WASP-151,2458058.35164,,4.5334682,,,5871.0,4.35,1.14,349.0634651,0.3066895,-0.127374,-10.564,0.00014,-0.00014,1.1e-06,-1.1e-06,,,57.0,-57.0,0.02,-0.03,0.03,-0.03,0.0653389,-0.0653389,0.054078,-0.054078
3901,WASP-151 b,WASP-151,2457763.676241,3.6643,4.5334775,1066.4,13.30506009,,,1.181,349.0634651,0.3066895,-0.127374,-10.564,4e-05,-4e-05,2.3e-06,-2.3e-06,0.23538859,-0.23538859,,,,,0.02,-0.02,0.0653389,-0.0653389,0.054078,-0.054078
3902,WASP-157 b,WASP-157,2457218.28702,,3.951626,,10.76861656,5773.0,4.43,1.040024,201.6551525,-8.3176353,-31.7277,-8.73955,0.000104,-9.9e-05,8e-06,-9e-06,0.97429522,-0.65620908,50.0,-50.0,0.1,-0.1,0.086825,-0.054359,0.10126,-0.10126,0.081415,-0.081415
3903,WASP-157 b,WASP-157,2457222.23863,,3.951623,,11.19,5772.0,4.38,1.1,201.6551525,-8.3176353,-31.7277,-8.73955,0.00019,-0.00019,1.8e-05,-1.8e-05,0.28,-0.28,86.0,-86.0,0.03,-0.03,0.03,-0.03,0.10126,-0.10126,0.081415,-0.081415
