pl_orbper,pl_rade,pl_tranmid,pl_trandep,st_teff,st_rad,st_logg,ra,dec
2.320937,15.7,2456895.69697,0.3298,,1.157,,239.9418766,-20.9699236
1.94297,2.571,2456895.241553,,3197.0,0.436,4.846,240.5178856,-20.8452602
1.3178719,62.0,2456895.45559,1.978,,1.975,,249.5550047,-20.4763359
1.3179,55.0,2456894.137,,5876.0,1.07,4.39,249.5550047,-20.4763359
0.2338108,,2456894.4165,1.26,,,,240.4445692,-20.4447494
1.1488,,2456893.45557,0.98,3429.0,0.984957,4.07241,238.7713112,-20.4356029
46.38363,3.22,2456924.04264,0.1771,,0.762,,249.3309961,-20.4286731
46.40651,3.35,2456924.032,0.176,4812.0,0.73,,249.3309961,-20.4286731
16.56127,0.957,2456900.5356,0.109,,0.258,,239.9970933,-20.4091199
16.563155,1.66,2456900.532,0.101,3669.0,0.48,,239.9970933,-20.4091199
18.357773,1.74,2456895.192,0.0452,4937.0,0.75,,242.0579035,-20.2883588
18.3647,2.61,2456895.1671,0.0421,,1.22,,242.0579035,-20.2883588
21.9184,3.18,2456900.2769,0.133,,0.72,,245.551683,-19.9298146
49.8558,3.29,2456901.923,0.0539,,1.359,,242.5725134,-19.9260062
4.9818921,2.66,2456894.731,0.0555,5849.0,1.04,,249.0251664,-19.7445289
4.98049071,,2456899.718676,0.041,5234.0,1.13733,4.27715,249.0251664,-19.7445289
4.981838,2.39347065,2456894.73137,,5774.0,0.978267,4.37,249.0251664,-19.7445289
4.98205,2.3,2456894.7314,,5594.0,1.01,4.382,249.0251664,-19.7445289
4.9815,2.39,2456894.7341,0.05902,,0.92,,249.0251664,-19.7445289
3.3055191,1.27,2456894.546,0.111,3430.0,0.35,,242.1683542,-19.6968996
3.30524,6.6,2456894.5466,0.121,,1.79,,242.1683542,-19.6968996
1.8361,,2456892.63254,0.55,,,,242.6099732,-19.6641652
14.5444413,,2456906.636582,0.268,,,,250.0433702,-19.6594062
4.30221683,,2456899.260955,2.613,7168.62,4.08069,3.42072,252.6635796,-19.6439489
8.02678456,,2456896.656177,0.472,4708.46,5.5996,,251.8883544,-19.5793619
8.0241306,4.42,2456896.667,0.488,3939.0,0.58,,251.8883544,-19.5793619
8.02415,194.0,2456896.6663,,4734.0,6.1,2.95,251.8883544,-19.5793619
8.02335,86.0,2456896.67107,0.503,,5.13,,251.8883544,-19.5793619
11.31028,18.9,2456905.17019,1.773,,1.44,,248.3992331,-19.4792517
11.31009,130.0,2456893.8592,,4793.0,10.0,2.37,248.3992331,-19.4792517
16.63311,44.0,2456902.2666,,5700.0,2.19,3.84,248.448636,-19.1778194
16.63237,10.7,2456902.268,4.33,3648.0,0.47,,248.448636,-19.1778194
16.63091654,,2456902.267489,4.087,5121.0,1.27372,4.16342,248.448636,-19.1778194
1.057171,1.51,2456894.7388,0.0204,,1.004,,242.7831769,-19.1751977
4.377326,27.0,2456896.51216,,5928.0,1.43,4.08,253.1604535,-19.1616989
4.37983009,,2456896.49822,3.43,5982.0,1.60152,4.07039,253.1604535,-19.1616989
4.377339,31.9,2456896.51232,3.3397,,1.691,,253.1604535,-19.1616989
4.3772986,16.6,2456896.513,3.84,5102.0,0.78,,253.1604535,-19.1616989
0.980414,1.58,2456959.30915,,4202.0,0.66,4.758,245.1798804,-19.1443126
0.98036126,1.44,2456894.604,0.0523,3932.0,0.58,,245.1798804,-19.1443126
0.97988263,,2456896.57638,0.042,4063.0,0.701061,4.56888,245.1798804,-19.1443126
0.980294,1.81,2456894.6069,0.0655,,0.685,,245.1798804,-19.1443126
14.2005,2.36,2456901.898,0.0856,,0.786,,251.5914378,-19.0501824
28.8077,2.08,2456895.5605,0.853,,0.215,,250.7570798,-18.8713241
3.75927,68.0,2456894.632,0.361,,10.7,,245.2698986,-18.7691674
2.41628,2.68,2456896.715,0.0704,,1.01,,246.879865,-18.6752663
2.4165066,0.988,2456896.717,0.056,3483.0,0.38,,246.879865,-18.6752663
4.4984354,3.12,2456897.605,0.185,4309.0,0.66,,247.0434622,-18.6239525
0.3938505,13.7,2456894.38661,0.0488,,2.16,,242.3165723,-17.9436003
2.3240489,33.4,2456895.914,15.4,5107.0,0.78,,241.5275444,-17.417342
1.86732,0.648,2456895.4386,0.00794,,0.693,,242.9236052,-17.3760132
22.9735,2.61,2456896.8155,0.0541,,1.067,,249.4014625,-17.2921568
5.6683,,2456890.42292,6.49,3521.0,0.956267,4.14993,245.8522044,-17.2909833
14.658196,1.6,2456907.075,0.106,3610.0,0.45,,247.4748134,-17.2472927
14.65835,1.12,2456907.0762,0.1029,,0.339,,247.4748134,-17.2472927
6.4349,2.47,2456899.8097,0.0263,,1.493,,243.351091,-17.1551958
4.27065,7.6,2456894.586,0.22,,1.5,,248.2326858,-16.9754206
7.64309,8.0,2456900.5155,0.236,,1.5,,248.2326858,-16.9754206
16.858,5.6,2456894.6723,,5957.0,1.07,4.351,244.8635344,-16.6892105
2.167697,12.14,2456894.51767,0.2228,,2.489,,244.8335028,-16.3371967
19.2299,1.96,2456912.233,0.0922,,0.612,,249.1140807,-16.2289316
5.07152,3.2,2456898.142,0.216,,0.426,,245.0549931,-16.0690381
8.1191,57.0,2456895.8169,,6040.0,1.2,4.32,247.3388942,-15.6467547
16.235,11.0,2456899.889,,6040.0,1.2,4.32,247.3388942,-15.6467547
24.9922,36.0,2456908.031,,6040.0,1.2,4.32,247.3388942,-15.6467547
4.20773,1.47,2456979.2539,0.0277,,0.834,,337.9897117,-16.7453086
1.1761477,19.3,2456977.4424,0.136,,2.38,,339.584902,-16.7220361
27.270191,2.5,2456984.276786,,6171.0,1.612,4.129,333.4797735,-16.5931905
2.475527,42.0,2456981.8167,,5962.0,1.06,4.4,333.9249669,-16.5636911
2.475641,5.02277659,2456981.81517,,5257.0,0.824753,4.49,333.9249669,-16.5636911
2.4756313,2.48,2456981.815,0.0798,5239.0,0.81,,333.9249669,-16.5636911
2.475573,2.98,2456979.34116,0.0898,,0.888,,333.9249669,-16.5636911
17.7256773,15.4613,2459470.788849,0.286,6010.0,1.63,4.06,340.959712,-16.4624626
17.7259,23.4,2456989.19345,0.3338,,1.752,,340.959712,-16.4624626
17.725837,6.63,2456989.194,0.299,5971.0,1.11,,340.959712,-16.4624626
17.72507,45.0,2456989.1963,,6189.0,1.33,4.152,340.959712,-16.4624626
54.169832,22.0,2456983.71,13.6,3836.0,0.55,,334.6166913,-16.4609407
8.050722,1.31,2456973.7648,,5502.7,0.83,,333.1100738,-16.3418863
8.0516,1.62,2456981.8136,0.0303,,0.904,,333.1100738,-16.3418863
8.0468,1.18,2457013.9808,,,,,333.1100738,-16.3418863
6.79143,1.72,2456979.7964,0.0739,,0.609,,340.6082059,-16.3332979
14.353438,2.159584,2456981.58551,,5317.0,0.82797,4.59,339.9024279,-16.1298606
14.353347,2.19,2456981.588,0.0648,5162.0,0.79,,339.9024279,-16.1298606
14.3533,2.18,2456981.5858,0.0625,,0.855,,339.9024279,-16.1298606
1.88282,2.6,2456977.8386,0.595,,0.257,,340.049047,-15.97035
6.4756,1.85,2456978.2161,0.0174,,1.339,,336.34701,-15.7509357
2.31803,2.34,2456978.3875,0.143,,0.589,,339.3096463,-15.5141494
2.3181466,2.9,2456980.703,0.157,4343.0,0.67,,339.3096463,-15.5141494
12.4292,1.1126,2456978.1578,,5414.0,0.814,4.595,340.076275,-15.4364075
6.37733,0.76,2456978.0934,0.0769,,0.262,,340.4138902,-15.376098
19.44212,22.0,2456992.1373,,3864.0,0.35,4.91,330.9718285,-15.1061088
19.441899,4.15,2456992.136,11.8,2601.0,0.11,,330.9718285,-15.1061088
0.80032756,21.3,2456980.092,10.4,4028.0,0.61,,339.7266671,-14.9256728
8.3958,3.95,2456985.279,0.034,,1.996,,332.4628855,-14.8632288
12.25823207,,2456984.105403,0.076,5038.0,0.758844,4.60153,335.4068605,-14.8395785
12.2631,1.87,2456984.0932,,5106.0,0.717,4.603,335.4068605,-14.8395785
12.26422,2.22,2456984.0926,0.0726,,0.7596,,335.4068605,-14.8395785
12.263354,2.16,2456984.094,0.0681,4980.0,0.76,,335.4068605,-14.8395785
10.3631,1.64,2456982.1617,0.062,,0.613,,332.5354772,-14.4845211
4.50717,1.44,2456979.6895,0.0267,,0.823,,331.2771441,-14.1218019
4.50756,1.7,2456899.1324,,,,,331.2771441,-14.1218019
0.911724,1.4,2457016.52991,,5724.0,1.1,4.5,331.2771441,-14.1218019
0.9116567,1.35,2456980.07,0.0174,5648.0,0.94,,331.2771441,-14.1218019
0.911618,1.16,2456977.338,0.0179,,0.823,,331.2771441,-14.1218019
14.641541,2.94,2456985.482,0.0825,5648.0,0.94,,331.2771441,-14.1218019
14.637,4.0,2456985.4898,,6438.0,1.5,4.2,331.2771441,-14.1218019
14.6435,2.52,2456985.483,0.0872,,0.823,,331.2771441,-14.1218019
14.647531,2.6,2456985.47506,,5724.0,1.1,4.5,331.2771441,-14.1218019
9.38053,2.89,2456978.7481,0.0385,,1.412,,330.3003228,-14.0145545
9.3826,2.39,2456988.1246,,6377.0,1.38,4.223,330.3003228,-14.0145545
9.3813402,2.86,2456988.13,0.0358,6305.0,1.39,,330.3003228,-14.0145545
5.6505,1.33,2456980.358,0.0164,,1.012,,330.6410805,-13.9855272
4.2304959,2.56,2456980.943,0.123,4335.0,0.67,,335.882977,-13.9795329
4.23119,2.17,2456980.9403,0.158,,0.516,,335.882977,-13.9795329
9.9487,1.48,2456986.3592,0.01525,,1.136,,339.5953205,-13.9195267
2.87814,1.01,2456899.132,,,,,341.2404563,-13.9011223
4.1107634,1.01,2456982.769,0.263,2989.0,0.18,,341.2404563,-13.9011223
1.131316,4.6,2456982.119,,6292.0,1.32,4.27,332.4761401,-13.7777952
1.131305,3.93,2456977.59433,0.1366,,1.122,,332.4761401,-13.7777952
5.29853,3.32,2456978.4877,0.197,,0.668,,337.5136198,-13.6101475
5.29711,1.62,2456899.1227,,,,,337.5136198,-13.6101475
5.2986,1.7,2456989.0462,,4114.0,0.5,4.8,337.5136198,-13.6101475
0.35490972,1.45,2456979.732,0.0553,3893.0,0.57,,337.5136198,-13.6101475
0.354884,1.2,2457007.06827,,4114.0,0.5,4.8,337.5136198,-13.6101475
4.1029,2.28,2456978.078,0.0124,,1.98,,339.0346995,-13.5006049
14.454495,2.21,2456989.197,0.0843,4521.0,0.7,,334.5266988,-13.4371919
28.564994,2.25,2456998.795,0.0914,4418.0,0.68,,335.1789328,-13.2523483
5.87672094142,8.02139241,2460808.113722,1.01673987,4111.0,0.807445,4.43205,335.057616,-13.1147717
5.8797,,2456986.3239,,4111.0,0.807445,4.43205,335.057616,-13.1147717
5.879829,6.97,2456980.44412,0.9542,,0.701,,335.057616,-13.1147717
5.87913354,,2456986.323358,0.841,4111.0,0.807445,4.43205,335.057616,-13.1147717
5.8796123,6.5,2456980.445,0.922,4089.0,0.62,,335.057616,-13.1147717
5.87975,3.76,2456986.32385,,4056.0,0.393,4.883,335.057616,-13.1147717
25.2768,25.0,2456994.4138,,4215.0,0.52,4.758,335.6488834,-13.0196964
3.292013,5.76,2456980.04971,0.658,,0.674,,332.3445038,-11.7342991
3.291897,3.39,2456983.34205,,3850.0,0.395,4.882,332.3445038,-11.7342991
3.2920598,4.54,2456980.049,0.642,3764.0,0.52,,332.3445038,-11.7342991
7.445026,2.2805044,2456985.38958,,5277.0,0.825169,4.65,330.330489,-11.7244144
7.4448754,2.11,2456985.39,0.061,5132.0,0.78,,330.330489,-11.7244144
13.8543,3.18,2456980.7839,0.0269,,1.848,,330.7218052,-11.2150863
54.976021,39.1,2456982.868,6.46,6333.0,1.41,,337.940686,-11.1820785
2.59824,7.7,2456978.8059,0.87,,0.788,,330.2420155,-11.1796342
2.573088,34.0,2456982.62402,,5165.0,2.5,3.68,333.294586,-11.177324
2.5730187,17.2,2456980.052,5.2,4488.0,0.69,,333.294586,-11.177324
37.827,1.42,2456995.0715,0.0556,,0.577,,332.6357627,-11.1661157
0.35840528,1.92,2456979.48,0.0286,5862.0,1.04,,333.7150426,-10.769157
0.358378,1.65,2456983.06634,,5928.0,0.89,4.247,333.7150426,-10.769157
0.3584061,2.66,2456977.32944,0.0341,,1.03,,333.7150426,-10.769157
0.80858305,,2456981.702846,1.022,6151.8,2.31125,,342.3413548,-10.7433097
4.00932,1.08,2456978.8761,0.0227,,0.68,,336.5503137,-10.6437939
20.6714,1.47,2456994.7682,0.0455,,0.655,,334.0195539,-10.5673649
,7.72,2457005.43632,0.2243,,1.763,,336.963888,-10.336838
,31.1,2457030.8137,0.1821,,1.763,,336.963888,-10.336838
0.367453,2.55,2457004.52447,,6167.0,0.95,4.16,344.0163229,-10.3323149
0.36747226,3.32,2456979.536,0.0556,6205.0,1.29,,344.0163229,-10.3323149
0.367473,3.55452348,2456979.53588,,6060.0,1.26302,4.19,344.0163229,-10.3323149
0.3674645,3.9,2456977.3322,0.0631,,1.18,,344.0163229,-10.3323149
6.57986525,,2456984.214802,0.561,5874.0,1.68281,4.01131,339.5115221,-10.2051939
3.59922,1.63,2456979.9449,0.036,,0.809,,332.6644652,-9.889599
3.5990666,1.62,2456979.947,0.0365,5107.0,0.78,,332.6644652,-9.889599
3.59905,1.58797235,2456979.94708,,5459.0,0.826124,4.59,332.6644652,-9.889599
3.59912,1.46,2456983.5446,,5518.0,0.82,4.558,332.6644652,-9.889599
5.01038,4.28,2456979.4663,0.0718,,1.53,,342.3740644,-9.6152957
2.25372,0.9,2457010.0005,,,,,335.0949721,-9.5097112
2.25558,2.0,2456978.4312,0.269,,0.367,,335.0949721,-9.5097112
2.255436,1.0,2457010.0072,,3297.0,0.25,4.9,335.0949721,-9.5097112
0.62309386,2.52,2456979.787,0.126,4231.0,0.65,,335.0949721,-9.5097112
3.11594,1.59,2456977.2867,0.162,,0.367,,335.0949721,-9.5097112
11.63547,2.6,2456984.1245,0.0767,,0.892,,330.8663286,-9.3454283
1.982116,35.0,2456977.27663,0.3731,,2.05,,334.3290959,-8.8300916
36.9321,2.98,2456991.557,0.0856,,0.955,,338.0516437,-8.8033651
1.35823,1.44,2456982.3743,,5675.0,0.95,4.45,331.5105424,-8.7318618
8.4532,2.66,2456982.7546,0.0595,,1.0419,,339.5293247,-8.7177469
0.4348359,1.59,2456979.772,0.0849,3714.0,0.5,,337.3577853,-8.2666588
0.434827,1.62,2456987.60012,,3724.0,0.5,4.942,337.3577853,-8.2666588
0.434832,0.96,2456977.16325,0.0762,,0.333,,337.3577853,-8.2666588
4.31444335,,2456983.718059,3.877,4952.0,2.25969,,335.1185265,-8.0607125
1.5339666,1.47,2456980.161,0.0685,3757.0,0.52,,337.0856329,-8.0416566
1.53402,1.13,2456980.159,,3698.0,0.520027,4.71992,337.0856329,-8.0416566
0.3176828,11.9,2456977.20771,1.593,,0.944,,337.7112373,-8.0057126
1.58252,0.96,2457011.3327,,,,,337.6178427,-7.972456
1.58316,1.22,2456978.0822,0.03,,0.669,,337.6178427,-7.972456
17.501662,2.63,2456995.35,0.111,4749.0,0.73,,337.6178427,-7.972456
17.5125,2.15,2456977.8273,0.0948,,0.669,,337.6178427,-7.972456
17.515472,2.094,2456977.8215,,4752.0,0.758,4.596,337.6178427,-7.972456
10.49927,1.43,2456984.0477,0.0575,,0.599,,337.6528983,-7.7723921
5.23189,3.62,2456978.9027,0.286,,0.627,,337.0778724,-7.5419744
1.13666,3.18,2456978.0229,0.0308,,1.724,,331.3563908,-7.3104388
12.4404,2.72,2456987.351,0.169,,0.586,,337.8799569,-7.2689116
1.49462,1.8,2456978.4813,0.0779,,0.586,,337.8799569,-7.2689116
2.018725,91.0,2456979.027,0.0435,,14.96,,337.649565,-7.1315528
23.8039,12.0,2456982.3884,,4840.0,0.48,4.809,332.8893763,-6.5685682
3.47722,1.53,2456977.4625,0.0684,,0.556,,332.7659026,-6.3952942
0.442185,2.02,2456977.4157,0.0291,,0.754,,337.1335977,-6.3475875
0.442094,1.16,2457007.48414,,5007.0,0.77,4.587,337.1335977,-6.3475875
0.44214967,1.32,2456979.628,0.0257,4977.0,0.76,,337.1335977,-6.3475875
18.415126,69.44309317,2456992.86813,,6211.0,3.465887,3.56,337.8536542,-5.9779773
18.406118,5.2,2456992.866,0.0673,6684.0,1.84,,337.8536542,-5.9779773
10.4404,0.6739,2456982.6596,,4893.0,0.746,4.596,339.060796,-5.6026936
27.837146,5.149,2456986.245285,,4241.0,0.64,4.696,340.3502909,-5.4936767
12.19649,2.23,2456980.1794,0.0387,,1.062,,339.8224026,-5.3446412
8.15306759,,2456985.369335,2.292,5445.0,1.71199,3.94879,334.492397,-4.8647054
2.2021868,56.5,2456979.588,29.2,5695.0,0.96,,335.578027,-4.2062777
20.398071,2.57901435,2456996.36839,,5199.0,0.777455,4.52,335.2401767,-4.1394078
20.3997,2.65,2456996.3695,0.1066,,0.778,,335.2401767,-4.1394078
20.398147,2.93,2456996.368,0.101,5399.0,0.85,,335.2401767,-4.1394078
17.812866,22.5,2456988.772,5.01,5613.0,0.92,,336.0111971,-3.9544253
17.80345864,,2456988.78762,4.843,5561.99,1.16413,4.29773,336.0111971,-3.9544253
17.81188,21.6,2456988.7754,,5554.0,0.93,4.494,336.0111971,-3.9544253
2.931226,90.0,2456775.09504,,6097.0,1.12,4.37,102.6886888,16.8084191
6.3878,65.0,2456776.6515,,6668.0,1.25,4.331,95.6307287,17.3359732
1.81449,27.0,2456769.3895,,5614.0,0.92,4.49,99.5543522,18.2271705
22.4844,79.0,2456775.03407,,6173.0,1.15,4.35,95.7830373,20.9714417
3.47323985883,16.65896453,2459528.34243,1.03382193,7406.97,1.56373,4.27763,91.1082862,22.4994502
3.47451,10.6,2456773.4783,,7143.0,1.83,4.117,91.1082862,22.4994502
0.369181,16.5,2456767.95639,,6020.0,2.22,3.762,96.9100772,23.3407488
6.71694,39.0,2456775.2646,,5267.0,0.82,4.549,93.9180397,24.3666198
3.951971,8.44551389,2457067.61666,,4672.0,0.692034,4.63,60.0924866,12.6338236
11.3256,2.18,2457063.1621,0.0427,,1.043,,62.5178165,12.7794292
2.9237,2.57,2457063.527,0.179,,0.573,,54.9158205,13.0953289
14.08549,21.1,2457069.77715,,5970.0,1.32,4.161,62.6037399,13.2177437
15.0818,1.83,2457065.5478,0.1161,,0.514,,60.7088833,13.3435999
3.16363,1.25,2457063.9343,0.053,,0.514,,60.7088833,13.3435999
1.31559,102.0,2457065.96841,,6721.0,2.3,3.87,59.3662764,13.4936805
1.3155918,38.3,2457062.02084,3.733,,1.69,,59.3662764,13.4936805
0.969967,59.0,2457065.10132,,5272.0,1.54,4.036,64.3252762,13.8048326
0.96997227,,2457062.192319,0.549,5401.0,,,64.3252762,13.8048326
0.970016,6.29,2457069.9496,,5838.0,0.87,4.12,64.3252762,13.8048326
23.9683,1.6119,2457066.8056,,5296.0,1.129,4.455,64.5802782,13.8777944
19.860476,2.08349198,2457072.01609,,4760.0,0.696718,4.69,60.3724029,14.0001347
19.8606,2.21,2457072.0136,0.0903,,0.648,,60.3724029,14.0001347
4.72048898787,14.61863458,2459177.19495,4.71105706,3553.0,0.489916,4.74625,64.2438245,14.7715619
4.72046,8.7,2457062.41503,3.96,,0.385,,64.2438245,14.7715619
1.1430018,,2457062.307061,4.202,5551.0,3.28495,,64.285922,14.9363492
3.74234,1.61,2457063.4744,0.0944,,0.502,,60.3093491,15.3279672
24.2747,1.56,2457074.4696,0.1239,,0.424,,59.9013782,15.5587994
1.1489833,76.0,2457065.86784,,5137.0,2.0,3.63,58.0186639,15.6353741
1.14907861,,2457062.419156,2.624,5324.24,1.00567,,58.0186639,15.6353741
7.46967,2.4,2457069.1588,0.38,,0.279,,65.0559891,15.819996
2.16594452,,2457062.815716,0.062,6194.54,1.30635,4.28076,61.1318619,16.216647
2.165976,2.61,2457062.81932,0.05025,,1.1,,61.1318619,16.216647
2.16595219375,2.91081826,2459449.712088,0.04312815,6194.54,1.30635,4.28076,61.1318619,16.216647
14.27669647,,2457063.40874,0.11,5160.0,0.701437,4.6871,59.4758973,16.3575273
14.2683,,2457063.4244,,4955.0,0.6,,59.4758973,16.3575273
14.26763,2.04,2457063.4255,0.1051,,0.603,,59.4758973,16.3575273
4.86406,1.09,2457096.759,,3407.0,0.298809,4.92702,60.4636158,16.4328519
4.86496,1.09,2457062.7025,0.1561,,0.261,,60.4636158,16.4328519
15.97700259,,2457071.678859,2.99,5692.43,1.04527,,53.7726155,16.615182
3.7342439,30.71,2457063.09402,1.2859,,2.642,,56.8687464,16.9416013
3.73478175,,2457063.087439,1.239,6477.43,2.27759,3.84369,56.8687464,16.9416013
0.567055,16.22,2457127.43651,,7020.0,1.42,4.0,65.623286,17.0378768
0.5670195,,2457062.22752,1.246,,,,65.623286,17.0378768
14.145239,14.86409395,2457074.40556,,5016.0,2.15381,3.81,55.7168593,17.1014246
14.14459,16.6,2457074.4139,,5011.0,2.69,3.663,55.7168593,17.1014246
2.386772,4.0,2457062.693,1.296,,0.286,,61.0019418,17.3280323
2.38669,3.5,2457065.0818,,3676.0,0.29,4.99,61.0019418,17.3280323
43.36143,29.8,2457072.56623,0.828,,1.472,,54.2949263,17.3427499
27.353103,3.05048319,2457086.01487,,6148.0,1.448467,4.15,57.2668796,17.3754864
2.35771,3.0,2457065.0207,,3655.0,0.267,5.007,55.5807493,17.8002937
2.357651,1.95,2457062.6638,0.469,,0.267,,55.5807493,17.8002937
27.9329,2.51,2457073.16,0.174,,0.573,,55.0113018,17.8043597
3.72007,1.55,2457064.2512,0.0225,,0.986,,52.5196213,17.8712249
1.39657671,,2457061.98814,0.189,5805.0,0.96977,4.48176,58.435751,17.8987325
1.396291,1.89,2457066.1862,,5728.0,1.02,4.43,58.435751,17.8987325
31.3537,3.85,2457073.0196,0.197,,0.816,,51.5489144,18.0665887
14.8484,2.68,2457070.2224,0.1018,,0.816,,51.5489144,18.0665887
10.0696,1.69,2457071.2654,0.0395,,0.816,,51.5489144,18.0665887
3.6494,,2457061.51111,0.1,3338.0,0.326267,4.89775,52.8346342,18.3160503
3.65017,1.15,2457065.147,0.192,,0.249,,52.8346342,18.3160503
5.7663,,2457062.46172,0.09,3338.0,0.326267,4.89775,52.8346342,18.3160503
5.76808,1.19,2457062.4419,0.209,,0.249,,52.8346342,18.3160503
7.98471,1.19,2457067.9254,0.202,,0.249,,52.8346342,18.3160503
7.98221,,2457059.96326,0.16,3338.0,0.326267,4.89775,52.8346342,18.3160503
5.1718,0.8891,2457062.7095,,5941.0,0.954,4.328,59.3753688,18.4535477
5.7408,1.0668,2457064.1694,,5342.0,0.76,4.704,58.2262717,18.4901888
29.0529,,2457044.19473,0.2,3373.0,0.325107,4.89895,54.3977776,18.8962644
25.2208,65.0,2457065.92025,,6257.0,1.41,4.19,65.8590018,19.0274791
25.219709,87.0,2457065.92019,3.5138,,2.29,,65.8590018,19.0274791
25.2077883,,2457065.929742,3.33,6168.93,1.83554,3.98242,65.8590018,19.0274791
0.87052967,,2457062.285276,0.182,6121.0,1.47366,4.16573,64.6449782,19.1790392
0.8706763,6.52133,2460232.412765,0.1861,6121.0,1.47,4.16573,64.6449782,19.1790392
0.870775,3.97,2457077.07917,,5875.0,0.88,4.04,64.6449782,19.1790392
0.870673,21.0,2457065.76328,,5647.0,1.74,3.969,64.6449782,19.1790392
1.43689647,,2457062.606967,0.124,4876.7,10.8463,,62.5328988,19.4111732
1.436756,110.0,2457062.60861,0.1125,,10.91,,62.5328988,19.4111732
59.848566,10.81438298,2457064.69728,,5738.0,0.983415,4.4,54.2743233,19.4995945
59.847399221,11.75567728,2459518.397405,1.13927508,5765.3,1.09215,4.38,54.2743233,19.4995945
59.84871,12.0,2457064.69716,1.1942,,1.067,,54.2743233,19.4995945
11.376,2.03,2457070.3329,0.0946,,0.636,,59.8886978,19.5192704
11.37698,,2457070.3337,,4397.0,0.64,,59.8886978,19.5192704
29.12555,205.0,2457073.72092,,4936.0,3.9,3.28,55.4536223,19.7060261
0.8925,2.7,2457062.0816,0.0162,,2.0,,52.818831,19.8913826
14.7582,,2457067.6121,,4434.0,0.7,,57.1010868,20.081073
14.7619,2.11,2457067.6011,0.0714,,0.735,,57.1010868,20.081073
0.5111,,2457063.51863,0.71,3092.0,0.214796,5.03845,61.7643174,20.2806046
0.7041655,,2457062.025169,0.117,4564.0,9.3189,,57.7890482,20.5350814
1.93426,1.64,2457063.255,0.0278,,0.928,,58.8564158,20.6600216
3.43827,1.98,2457065.0442,0.0414,,0.928,,58.8564158,20.6600216
18.03895153,,2457071.519871,0.121,5089.61,0.88619,4.47396,56.6413292,21.0342354
2.41040731,,2457063.425344,0.563,6276.0,1.92538,3.95894,60.0511457,21.4475359
2.410271,17.3,2457065.83883,,6390.0,1.51,4.17,60.0511457,21.4475359
1.6865884,,2457062.23826,4.591,6199.0,2.93748,3.57767,57.1204621,21.797343
8.4044,1.24,2457066.6995,0.144,,0.307,,56.7378347,21.9166625
1.1829266,29.0,2457061.84539,1.5889,,1.51,,58.3331051,21.9516663
20.5949,1.5097,2457075.5226,,5969.0,1.059,4.386,53.2390995,22.1158827
20.600656,2.166,2457075.516123,,5969.0,1.059,4.386,53.2390995,22.1158827
0.950356,6.94,2457128.33024,,6125.0,0.94,3.0,60.9037642,22.2491134
56.6205,7.68,2457065.41887,0.7187,,0.904,,57.4807753,22.2843374
1.702301,19.1,2457065.7829,,6116.0,1.28,4.24,62.7540713,22.325288
0.3499146,39.4,2457062.10959,0.11036,,2.43,,59.920055,22.3658789
0.349935,2.18,2457087.65251,,4925.0,0.76,3.42,59.920055,22.3658789
4.27681,2.27,2457063.8492,0.0536,,0.938,,52.8888524,22.4348186
13.16121,2.62,2457071.1456,0.0731,,0.938,,52.8888524,22.4348186
21.0858,2.95,2457064.5448,0.0872,,0.938,,52.8888524,22.4348186
30.2894,2.33,2457066.1436,0.0549,,0.938,,52.8888524,22.4348186
1.82876,1.46,2457062.0985,0.0235,,0.938,,52.8888524,22.4348186
7.1149,0.9835,2457062.4873,,5534.0,0.953,4.411,52.9355857,22.4598921
3.347872,28.1,2457062.10541,1.3334,,2.2,,52.2140799,23.0155211
1.31982263,,2457062.306729,0.213,6196.8,2.91272,3.58502,61.0894452,23.1177955
3.32257,2.53,2457061.9237,0.0476,,1.108,,59.1328735,23.91146
,44.0,2457106.9788,1.265,,1.6,,63.3668036,24.0030491
2.4616,,2457065.38,7.53,9962.0,2.32365,4.11227,56.8728112,24.2881368
,8.7,2457084.10719,0.796,,0.96,,59.3313141,24.3590848
28.29213,3.55,2457064.1582,0.127,,0.96,,59.3313141,24.3590848
7.0502,,2457057.67912,3.67,4947.69,0.705709,4.65197,57.4262424,24.4628062
14.643071,66.04981083,2457072.27454,,4883.0,13.183733,2.27,59.0792238,24.6608202
18.8652,1.57,2457066.3613,0.0561,,0.642,,55.8387397,24.6875409
7.434876,32.0,2457063.73651,0.6143,,1.74,,60.433173,25.123216
2.349455,15.8,2457065.4087,,7056.0,1.81,4.06,59.6471914,25.3885872
2.34951024,,2457063.059087,0.817,7418.48,1.50652,4.31257,59.6471914,25.3885872
2.349515,53.42672849,2457065.40819,,6254.0,5.410002,3.19,59.6471914,25.3885872
2.3494903,14.6551,2460256.015853,0.9053,7418.5,1.51,4.31,59.6471914,25.3885872
2.349545,15.3,2457063.0589,0.757,,1.695,,59.6471914,25.3885872
0.2990737,7.6,2457061.96122,2.051,,0.231,,57.9097129,25.5896967
16.43831081,,2457067.806935,1.529,5997.0,1.92033,3.91664,58.4909801,25.7972412
