,ra,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_trandurh,pl_trandep,pl_rade,pl_radeerr1,pl_radeerr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_rad,st_raderr1,st_raderr2
566,349.289072,70.190576,136.449,0.073,-0.073,129.094,0.061,-0.061,2458765.042474,0.003388,-0.003388,5.222621,0.0014355,-0.0014355,4.693629,15867.9920175,3.7216015,0.3812006,-0.3812006,3453.0,157.0,-157.0,4.95337,0.0086427,-0.0086427,0.275946,0.0084829,-0.0084829
567,357.001275,49.790533,13.987,0.055,-0.055,-0.414,0.047,-0.047,2458767.618296,0.001783,-0.001783,8.4953513,0.0012701,-0.0012701,0.9060555,718.4869448,5.2961699,5.2599535,-5.2599535,10012.0,185.641,-185.641,4.29876,0.0639379,-0.0639379,1.88016,0.0501608,-0.0501608
568,0.362099,39.383795,-9.771,0.055,-0.055,-7.679,0.042,-0.042,2460610.036941,0.0002,-0.0002,1.2174936,3e-07,-3e-07,2.57,6969.0,12.9438,0.645728,-0.645728,6596.04,156.59,-156.59,4.2467,0.0916891,-0.0916891,1.46,0.07,-0.07
569,9.458744,51.288778,-6.883,0.068,-0.068,2.689,0.046,-0.046,2459855.931978,0.000548,-0.000548,2.7324809,9.53e-05,-9.53e-05,2.2139341,9548.2806012,18.2785375,0.9596931,-0.9596931,6695.0,131.35,-131.35,4.17494,0.094521,-0.094521,1.61271,0.0774221,-0.0774221
570,126.433743,-13.559548,-8.277,0.058,-0.058,67.943,0.046,-0.046,2459982.236347,0.001144,-0.001144,10.1802014,1.52e-05,-1.52e-05,4.613,11500.0,12.3422,1.6935,-1.6935,5623.0,125.6,-125.6,4.4,0.08,-0.08,1.04,0.05,-0.05
571,288.818098,57.760569,-2.124,0.043,-0.043,2.593,0.044,-0.044,2460319.940069,0.025361,-0.025361,16.6828999,0.0005765,-0.0005765,1.804,2054.0,17.1854,3.41104,-3.41104,6423.0,83.8,-83.8,3.74,0.09,-0.09,2.63,0.12,-0.12
572,338.320803,-38.159828,22.348,0.07,-0.07,-25.839,0.072,-0.072,2458327.32937,0.00191,-0.00191,4.86709,2e-05,-2e-05,3.103,4210.0,7.42915,0.444077,-0.444077,5814.3,793.8,-793.8,4.34,2.0,-2.0,1.15,0.06,-0.06
573,332.613639,63.55055,-0.181,0.423,-0.423,-2.683,0.44,-0.44,2459855.711367,0.000338,-0.000338,3.354053,3.42e-05,-3.42e-05,1.8984151,6389.1712796,,,,8181.0,188.8,-188.8,,,,,,
574,336.705071,52.227842,2.924,0.096,-0.096,-3.436,0.092,-0.092,2460422.845579,0.001536,-0.001536,2.1853174,4.2e-06,-4.2e-06,1.656,1168.0,14.8742,1.03048,-1.03048,8332.0,129.9,-129.9,3.54,0.09,-0.09,4.02,0.24,-0.24
575,345.994881,52.562695,31.629,0.05,-0.05,10.924,0.041,-0.041,2459872.298444,0.001602,-0.001602,5.7121916,2.92e-05,-2.92e-05,4.775,7555.0,15.4584,0.684563,-0.684563,6720.0,174.1,-174.1,4.09,0.09,-0.09,1.79,0.07,-0.07
576,338.435039,52.636337,20.218,0.046,-0.046,0.439,0.055,-0.055,2459844.552858,0.003727,-0.003727,5.0037857,2.87e-05,-2.87e-05,4.154,1950.0,6.77338,0.539051,-0.539051,6109.0,156.1,-156.1,4.42,0.09,-0.09,1.09,0.05,-0.05
577,343.156204,48.55001,-26.298,0.08,-0.08,-17.376,0.065,-0.065,2460422.616427,0.001611,-0.001611,1.1623941,2e-06,-2e-06,1.266,1099.0,8.21669,0.456468,-0.456468,5843.7,198.1,-198.1,3.82,0.08,-0.08,2.23,0.1,-0.1
578,285.937105,59.164074,2.004,0.06,-0.06,4.538,0.052,-0.052,2459673.206852,0.080822,-0.080822,2.9551881,0.0003434,-0.0003434,1.361,230.0,5.60201,,,5054.0,122.0,-122.0,,,,6.17,,
579,281.197877,62.685644,-33.816,0.056,-0.056,56.652,0.051,-0.051,2459635.536646,0.002012,-0.002012,0.2666485,5e-07,-5e-07,1.075,230.0,1.30468,0.145092,-0.145092,4154.0,173.4,-173.4,4.53,0.12,-0.12,0.71,0.07,-0.07
580,255.565408,64.600893,-20.716,0.063,-0.063,35.41,0.081,-0.081,2458684.88739,0.01246,-0.01246,23.28798,0.00355,-0.00355,3.462,120.0,14.6492,,,5047.0,122.0,-122.0,,,,8.95,,
581,261.921033,57.510557,-12.787,0.046,-0.046,13.763,0.048,-0.048,2458683.442832,0.000782,-0.000782,0.4721054,7.6e-06,-7.6e-06,1.6995515,45.2185132,1.3988866,0.2613908,-0.2613908,7269.0,124.5,-124.5,4.08,0.08,-0.08,1.93752,0.0721105,-0.0721105
582,261.199848,61.423521,-8.914,0.048,-0.048,22.411,0.048,-0.048,2458690.04921,0.02254,-0.02254,6.98301,0.00234,-0.00234,3.472,270.0,13.6402,,,5118.0,122.0,-122.0,,,,8.4,,
583,76.635176,-80.768009,-7.91,0.16,-0.16,22.707,0.195,-0.195,2458597.939863,0.000224,-0.000224,3.3399432,1.3e-06,-1.3e-06,4.2534704,9074.0787832,,,,5095.6,1212.6,-1212.6,,,,,,
584,13.017676,36.393013,51.364,0.071,-0.071,17.95,0.075,-0.075,2458765.91435,0.01417,-0.01417,3.9943,0.00339,-0.00339,4.876,550.0,11.9767,,,4939.0,122.0,-122.0,,,,5.11,,
585,14.652947,34.148042,36.605,0.057,-0.057,-50.223,0.058,-0.058,2459873.774209,0.001216,-0.001216,4.4902667,1.2e-05,-1.2e-05,2.758,2513.0,5.56985,0.302512,-0.302512,5899.0,139.7,-139.7,4.29,0.08,-0.08,1.23,0.06,-0.06
586,1.887805,32.43753,-4.488,0.051,-0.051,-56.056,0.025,-0.025,2458765.22813,0.00379,-0.00379,0.86673,0.00021,-0.00021,1.089,662.925,3.54647,0.369081,-0.369081,5904.0,249.1,-249.1,4.31,0.07,-0.07,1.25,0.1,-0.1
587,17.47474,25.681649,-24.173,0.091,-0.091,-10.702,0.074,-0.074,2460602.632371,0.001032,-0.001032,5.147905,7.5e-06,-7.5e-06,5.405,3710.0,18.0411,1.10742,-1.10742,6064.0,131.7,-131.7,3.57,0.08,-0.08,2.9,0.14,-0.14
588,18.995312,21.616906,21.672,0.078,-0.078,-9.221,0.068,-0.068,2459856.416547,0.000579,-0.000579,5.0267996,6.9e-06,-6.9e-06,2.754044,6358.0060702,12.9814741,0.5946677,-0.5946677,6434.0,129.5,-129.5,4.21,0.09,-0.09,1.4782799,0.0664975,-0.0664975
589,334.981312,53.662497,-6.492,0.126,-0.126,-2.622,0.121,-0.121,2459879.808473,0.001624,-0.001624,2.6277641,1.39e-05,-1.39e-05,2.997,490.0,,,,3294.0,11.9,-11.9,,,,,,
590,327.275942,53.293768,174.708,0.053,-0.053,10.008,0.045,-0.045,2458743.87066,0.00189,-0.00189,10.82661,0.00064,-0.00064,6.877,5890.0,11.5303,2.66157,-2.66157,5113.0,122.4,-122.4,4.71,0.09,-0.09,0.68,0.04,-0.04
591,343.233217,59.850951,4.326,0.044,-0.044,-2.168,0.043,-0.043,2460422.205821,0.003375,-0.003375,0.8165295,2.5e-06,-2.5e-06,2.294,468.0,4.12435,0.335822,-0.335822,8911.0,721.2,-721.2,4.26,0.09,-0.09,1.85,0.07,-0.07
592,321.97348,54.519818,12.323,0.071,-0.071,16.871,0.071,-0.071,2459836.924148,0.003357,-0.003357,1.4014167,9e-06,-9e-06,3.661,2730.0,11.8932,0.575633,-0.575633,8014.0,142.1,-142.1,4.32,0.07,-0.07,1.6,0.05,-0.05
593,336.872671,59.43379,-3.186,0.1,-0.1,-2.419,0.09,-0.09,2458740.8589,0.00625,-0.00625,4.95898,0.00107,-0.00107,1.831,230.232,,,,3295.0,43.9,-43.9,,,,,,
594,112.965421,-73.606036,-15.215,0.029,-0.029,27.144,0.033,-0.033,2459995.645628,0.001422,-0.001422,5.8574075,3.1e-06,-3.1e-06,5.8548029,6489.7302346,13.8892762,0.6163222,-0.6163222,5982.9,108.8,-108.8,4.03,0.08,-0.08,1.67987,0.0741256,-0.0741256
595,341.964758,60.173635,82.14,2.0,-2.0,29.76,2.0,-2.0,2460422.256983,0.003045,-0.003045,1.4147363,3.7e-06,-3.7e-06,2.429,990.0,,,,4980.0,108.9,-108.9,,,,,,
596,332.712572,59.650554,-14.044,0.054,-0.054,-9.229,0.047,-0.047,2459882.024875,0.001291,-0.001291,1.077774,3e-06,-3e-06,2.682,2680.0,10.1773,1.29281,-1.29281,7274.0,508.9,-508.9,4.25,0.11,-0.11,1.58,0.06,-0.06
597,328.215897,60.569156,18.067,0.053,-0.053,11.915,0.045,-0.045,2459847.780759,0.003111,-0.003111,2.7536237,2.6e-05,-2.6e-05,2.39,1460.0,11.1685,1.04857,-1.04857,5647.0,144.2,-144.2,3.68,0.08,-0.08,2.41,0.13,-0.13
598,339.120372,52.115714,11.473,0.098,-0.098,-10.365,0.067,-0.067,2459881.652761,0.005209,-0.005209,1.6534102,1.16e-05,-1.16e-05,3.102,600.0,6.07704,1.88336,-1.88336,6928.0,149.8,-149.8,4.29,0.09,-0.09,1.46,0.06,-0.06
599,331.569908,52.701917,39.91,0.084,-0.084,-4.587,0.061,-0.061,2460406.048311,0.001883,-0.001883,1.2456423,2.2e-06,-2.2e-06,1.354,691.0,3.80598,0.226527,-0.226527,6194.0,130.4,-130.4,4.16,0.08,-0.08,1.5,0.07,-0.07
600,326.091506,58.551567,-34.822,0.058,-0.058,-26.776,0.05,-0.05,2459826.907985,0.00711,-0.00711,3.4272549,0.0007628,-0.0007628,5.9083927,569.4677099,7.7503736,6.953522,-6.953522,6338.0,144.5,-144.5,3.9,0.09,-0.09,2.0707099,0.0909045,-0.0909045
601,338.796529,55.031026,-6.332,0.072,-0.072,-5.368,0.061,-0.061,2460423.070964,0.003975,-0.003975,10.9115374,1.88e-05,-1.88e-05,3.269,1039.0,18.4382,6.28631,-6.28631,9195.0,235.0,-235.0,3.75,0.07,-0.07,3.37,0.13,-0.13
602,333.669705,53.239557,-9.914,0.057,-0.057,-13.263,0.053,-0.053,2458738.93048,0.00115,-0.00115,0.46741,2e-05,-2e-05,1.25,1592.12,7.77804,4.12785,-4.12785,7960.5,143.8,-143.8,4.23,0.08,-0.08,1.77,0.06,-0.06
603,339.14435,58.276061,-5.469,0.06,-0.06,-2.752,0.049,-0.049,2459878.866866,0.005111,-0.005111,2.1575124,1.22e-05,-1.22e-05,2.236,550.0,11.8527,0.765591,-0.765591,8326.0,230.8,-230.8,3.58,0.08,-0.08,3.87,0.15,-0.15
604,356.588834,60.487025,8.864,0.041,-0.041,-2.664,0.035,-0.035,2460423.100949,0.001767,-0.001767,1.577609,4.6e-06,-4.6e-06,1.646,1055.0,9.73924,0.549393,-0.549393,7856.0,606.1,-606.1,3.78,0.1,-0.1,2.91,0.14,-0.14
605,83.349121,-58.745093,28.992,0.046,-0.046,25.403,0.06,-0.06,2458326.05013,0.002,-0.002,1.59782,6e-05,-6e-05,1.49,1713.69,3.59995,0.207255,-0.207255,5037.6,64.8,-64.8,4.72,0.2,-0.2,0.79,0.02,-0.02
606,348.574188,65.957972,34.183,0.049,-0.049,6.027,0.048,-0.048,2458764.82522,0.00555,-0.00555,1.23852,0.00023,-0.00023,3.138,440.0,7.11712,0.485025,-0.485025,6524.0,188.4,-188.4,3.5,0.09,-0.09,3.4,0.15,-0.15
607,340.352259,69.074447,4.381,0.047,-0.047,-0.315,0.044,-0.044,2460422.249162,0.000827,-0.000827,1.1025238,1e-06,-1e-06,2.321,2919.0,15.8737,1.91696,-1.91696,9218.0,397.9,-397.9,4.21,0.07,-0.07,2.0,0.06,-0.06
608,345.488066,64.067337,,,,,,,2459854.931268,0.004935,-0.004935,1.597226,0.0002334,-0.0002334,5.3721722,3834.1260621,,,,,,,,,,,,
609,350.373796,60.175637,49.053,0.042,-0.042,11.522,0.039,-0.039,2458764.84417,0.00698,-0.00698,1.76589,0.00087,-0.00087,3.807,730.0,4.06597,0.31643,-0.31643,6221.0,156.4,-156.4,4.13,0.09,-0.09,1.55,0.07,-0.07
610,351.648417,64.304699,-4.361,0.052,-0.052,-5.185,0.055,-0.055,2458765.47636,0.00629,-0.00629,1.36991,0.00028,-0.00028,4.156,1170.0,11.8886,0.65532,-0.65532,7339.8,150.7,-150.7,3.56,0.08,-0.08,3.64,0.15,-0.15
611,357.368097,61.682819,-0.929,0.045,-0.045,13.53,0.048,-0.048,2458768.56858,0.00303,-0.00303,3.66505,0.00011,-0.00011,2.346,910.0,7.19016,,,6370.0,122.0,-122.0,3.81,,,2.32,,
612,340.08462,69.503731,16.223,0.041,-0.041,-1.325,0.041,-0.041,2460449.201388,9.5e-05,-9.5e-05,2.0560153,2e-07,-2e-07,2.773,17453.0,17.2767,0.743032,-0.743032,6485.0,136.0,-136.0,4.37,0.09,-0.09,1.24,0.05,-0.05
613,340.036593,65.439728,-0.9,2.2,-2.2,-8.2,2.3,-2.3,2460418.994282,0.002976,-0.002976,2.25505,6.3e-06,-6.3e-06,3.034,658.0,,,,,,,,,,,,
614,352.267521,67.034806,-7.444,0.055,-0.055,-4.884,0.053,-0.053,2459854.41458,0.000124,-0.000124,1.902606,7.4e-06,-7.4e-06,2.3653693,8984.9897271,19.576504,1.506559,-1.506559,9918.0,1388.8,-1388.8,4.32,0.15,-0.15,1.82241,0.140201,-0.140201
615,355.416664,62.921485,1.9,2.7,-2.7,-7.2,2.7,-2.7,2458981.242084,0.003443,-0.003443,1.0960111,3.13e-05,-3.13e-05,3.167,2150.0,9.05714,,,6083.0,116.7,-116.7,,,,1.58,,
616,332.357482,-62.334453,-34.716,0.036,-0.036,-109.526,0.047,-0.047,2458327.92337,0.00494,-0.00494,7.00776,0.00315,-0.00315,2.68,3666.99,8.1288,0.625284,-0.625284,6347.0,102.6,-102.6,4.23,0.45,-0.45,1.22,0.04,-0.04
617,350.232731,62.161179,27.666,0.045,-0.045,8.25,0.035,-0.035,2459878.512429,0.005973,-0.005973,6.1461734,4.75e-05,-4.75e-05,5.386,1034.0,6.96236,2.36488,-2.36488,6153.0,155.5,-155.5,4.15,0.08,-0.08,1.5,0.07,-0.07
618,356.770579,69.049522,-6.51,0.044,-0.044,-11.243,0.042,-0.042,2459905.397712,0.000571,-0.000571,4.1812866,2.8e-06,-2.8e-06,4.394,4280.0,15.448,0.737738,-0.737738,6146.0,188.9,-188.9,3.78,0.09,-0.09,2.31,0.11,-0.11
619,314.269036,78.674917,15.377,0.193,-0.193,22.668,0.21,-0.21,2459739.798591,0.003084,-0.003084,2.9798592,9.1e-06,-9.1e-06,2.737,580.0,4.92227,0.332283,-0.332283,9024.0,335.2,-335.2,4.24,0.07,-0.07,1.89,0.06,-0.06
620,311.236535,69.151807,-8.477,0.039,-0.039,-15.788,0.039,-0.039,2458738.95028,0.00535,-0.00535,6.72694,0.00104,-0.00104,2.649,1070.0,5.19273,0.351604,-0.351604,6745.0,164.6,-164.6,4.23,0.09,-0.09,1.53,0.06,-0.06
621,319.144978,58.772809,-2.003,0.057,-0.057,-4.812,0.048,-0.048,2459837.025075,0.01145,-0.01145,10.9554897,0.0001421,-0.0001421,6.772,370.0,22.7316,,,8522.0,122.0,-122.0,,,,6.79,,
622,308.065776,58.328901,1.248,0.096,-0.096,-2.493,0.077,-0.077,2460421.693989,0.002422,-0.002422,0.6171788,3.4e-06,-3.4e-06,1.433,519.0,7.26341,0.594516,-0.594516,9603.0,251.9,-251.9,3.83,0.07,-0.07,3.14,0.13,-0.13
623,318.347586,56.943732,-29.564,0.058,-0.058,-19.113,0.05,-0.05,2460421.872558,0.0013,-0.0013,1.5309799,2.2e-06,-2.2e-06,1.37,654.0,6.01061,0.369914,-0.369914,6298.0,299.8,-299.8,3.77,0.11,-0.11,2.38,0.11,-0.11
624,5.965461,51.468293,-0.388,0.075,-0.075,-1.885,0.058,-0.058,2460600.889284,0.000922,-0.000922,5.0625809,4.7e-06,-4.7e-06,3.69,2884.0,15.2343,0.693857,-0.693857,7664.0,135.0,-135.0,3.81,0.08,-0.08,2.76,0.1,-0.1
625,13.222022,60.891685,-4.2,3.2,-3.2,0.4,3.1,-3.1,2460441.842967,0.000678,-0.000678,9.9385448,7.2e-06,-7.2e-06,3.933,8500.0,,,,,,,,,,,,
626,11.042775,59.464498,0.435,0.042,-0.042,-0.934,0.037,-0.037,2458764.94054,0.00115,-0.00115,0.8229,3e-05,-3e-05,2.068,2660.0,,,,8078.0,156.3,-156.3,3.8,0.09,-0.09,,,
627,68.073785,-66.916299,12.131,2.933,-2.933,15.615,2.933,-2.933,2460069.867358,0.001807,-0.001807,7.6316384,6.4e-06,-6.4e-06,2.054,4580.0,12.4425,,,6338.3,291.5,-291.5,4.16,0.2,-0.2,1.49,,
628,12.881425,55.710926,16.0,3.8,-3.8,-23.9,3.4,-3.4,2458764.79362,0.0013,-0.0013,0.50261,2e-05,-2e-05,1.127,1120.0,6.28067,,,6941.0,,,,,,1.67,,
629,13.597343,54.528009,-5.3,1.1,-1.1,-5.1,1.1,-1.1,2459882.497022,0.000285,-0.000285,0.5175204,1.04e-05,-1.04e-05,1.0433667,1347.965557,,,,5095.6,158.4,-158.4,,,,,,
630,4.736238,57.200629,13.935,0.04,-0.04,-5.6,0.035,-0.035,2460446.002489,0.000528,-0.000528,8.905407,4.9e-06,-4.9e-06,2.71,6702.0,12.3602,0.537587,-0.537587,6659.0,172.5,-172.5,4.29,0.09,-0.09,1.41,0.06,-0.06
631,355.246721,57.485242,19.799,0.045,-0.045,-34.45,0.047,-0.047,2460446.421805,0.001733,-0.001733,3.6458046,7e-06,-7e-06,1.828,1168.0,2.93272,0.198607,-0.198607,5053.0,119.9,-119.9,4.48,0.08,-0.08,0.88,0.05,-0.05
632,355.246721,57.485242,19.799,0.045,-0.045,-34.45,0.047,-0.047,2460442.544963,0.001201,-0.001201,8.0637954,1.21e-05,-1.21e-05,0.804,2301.0,9.29431,3.12643,-3.12643,5053.0,119.9,-119.9,4.48,0.08,-0.08,0.88,0.05,-0.05
633,6.074676,57.881718,3.131,0.04,-0.04,-11.769,0.037,-0.037,2458764.81698,0.00675,-0.00675,1.41853,0.00029,-0.00029,2.728,560.0,3.93221,0.315846,-0.315846,6329.0,158.7,-158.7,4.08,0.09,-0.09,1.68,0.08,-0.08
634,10.962717,61.835626,-5.237,0.036,-0.036,0.061,0.039,-0.039,2459906.577796,0.001501,-0.001501,6.5344463,1.46e-05,-1.46e-05,2.774,3240.0,15.3823,0.684556,-0.684556,7715.3,362.3,-362.3,3.96,0.07,-0.07,2.67,0.09,-0.09
635,11.3024,56.070058,-0.129,0.082,-0.082,-1.659,0.086,-0.086,2459882.951315,0.00389,-0.00389,2.013653,0.0004876,-0.0004876,2.1214907,822.8974252,9.0269074,1.0058509,-1.0058509,10310.0,617.1,-617.1,4.01,0.1,-0.1,2.67713,0.257347,-0.257347
636,348.58145,44.508759,-19.88,0.057,-0.057,-21.305,0.051,-0.051,2459874.874599,0.003123,-0.003123,6.4902646,2.88e-05,-2.88e-05,2.545,1080.0,3.24146,0.208758,-0.208758,5999.0,169.8,-169.8,4.52,0.08,-0.08,0.96,0.05,-0.05
637,356.995693,47.655601,-10.168,0.034,-0.034,-19.819,0.027,-0.027,2458768.84707,0.00567,-0.00567,6.54692,0.00492,-0.00492,4.589,2400.0,5.62882,0.417552,-0.417552,6034.0,121.7,-121.7,4.39,0.08,-0.08,1.12,0.05,-0.05
638,346.518266,52.787014,-18.88,0.047,-0.047,-17.713,0.055,-0.055,2459880.28094,0.006577,-0.006577,2.590266,2.02e-05,-2.02e-05,4.378,700.0,9.54526,1.14071,-1.14071,5855.0,146.4,-146.4,3.45,0.08,-0.08,3.22,0.16,-0.16
639,313.261454,-38.594923,-5.023,0.069,-0.069,-10.868,0.059,-0.059,2458329.36085,0.00093,-0.00093,6.74657,1e-05,-1e-05,1.803,2970.0,16.2785,0.919926,-0.919926,5910.7,162.8,-162.8,3.59,0.54,-0.54,2.57,0.13,-0.13
640,349.718625,56.008598,-1.562,0.106,-0.106,-3.328,0.094,-0.094,2460421.233495,0.002111,-0.002111,5.2273176,9.8e-06,-9.8e-06,3.572,2856.0,,,,3593.0,178.4,-178.4,,,,,,
641,350.108816,55.52411,-6.7,1.5,-1.5,-3.1,1.5,-1.5,2460423.401581,0.001005,-0.001005,3.7983639,4e-06,-4e-06,1.594,3194.0,13.7263,,,9500.0,,,,,,2.36,,
642,348.874923,46.576022,-13.724,0.048,-0.048,7.838,0.041,-0.041,2458744.44353,0.01089,-0.01089,8.2916,0.00371,-0.00371,3.361,470.0,6.71582,,,5119.0,122.0,-122.0,,,,3.1,,
643,357.674034,50.354962,-8.031,0.058,-0.058,-5.705,0.044,-0.044,2458766.20793,0.00682,-0.00682,5.13664,0.00317,-0.00317,4.45,930.0,7.04152,0.518367,-0.518367,9238.0,145.1,-145.1,4.08,0.07,-0.07,2.32,0.08,-0.08
644,346.347361,46.903117,-8.539,1.963,-1.963,-2.661,1.318,-1.318,2460609.88165,0.0011,-0.0011,1.2918334,1.3e-06,-1.3e-06,1.429,1224.0,,,,4630.4,97.1,-97.1,,,,,,
645,6.030617,40.165571,-11.617,0.062,-0.062,-11.108,0.043,-0.043,2459880.31948,0.000832,-0.000832,1.5166573,7e-06,-7e-06,1.607,1590.0,7.73846,0.425139,-0.425139,6905.3,169.9,-169.9,4.03,0.09,-0.09,2.0,0.08,-0.08
646,1.196825,41.59388,-23.294,0.134,-0.134,-29.277,0.083,-0.083,2458764.83324,0.00821,-0.00821,1.13345,0.0006,-0.0006,1.894,490.0,3.03424,0.268139,-0.268139,6223.0,106.3,-106.3,4.23,0.08,-0.08,1.4,0.08,-0.08
647,355.451893,37.186566,-0.11,0.054,-0.054,-16.194,0.039,-0.039,2458765.11416,0.00614,-0.00614,0.71933,0.00023,-0.00023,1.474,478.823,3.45648,0.319342,-0.319342,5758.0,162.6,-162.6,4.21,0.08,-0.08,1.44,0.08,-0.08
648,4.358519,42.282204,81.016,0.059,-0.059,-27.725,0.032,-0.032,2458769.32363,0.00996,-0.00996,12.6017,0.00585,-0.00585,4.835,800.0,3.34292,0.265927,-0.265927,5861.6,141.6,-141.6,4.3,0.09,-0.09,1.21,0.07,-0.07
649,8.304382,46.340305,-8.443,0.051,-0.051,-6.785,0.04,-0.04,2459881.330991,0.001027,-0.001027,2.5798051,2.15e-05,-2.15e-05,3.413,5740.0,25.2815,3.44346,-3.44346,6116.5,210.9,-210.9,4.18,0.08,-0.08,1.49,0.07,-0.07
650,321.11498,-37.850181,7.193,0.049,-0.049,-6.279,0.051,-0.051,2460168.813769,0.001814,-0.001814,5.4499753,7.9e-06,-7.9e-06,4.319,973.0,5.28759,0.246683,-0.246683,6220.5,151.8,-151.8,3.99,0.36,-0.36,1.79,0.08,-0.08
651,21.736201,49.388653,1.485,0.063,-0.063,-0.782,0.075,-0.075,2459907.94901,0.001093,-0.001093,1.6256942,2.9e-06,-2.9e-06,1.988,1720.0,32.1007,11.2021,-11.2021,6628.0,293.4,-293.4,3.43,0.09,-0.09,3.96,0.19,-0.19
652,19.700387,41.506112,-11.252,0.069,-0.069,-16.638,0.076,-0.076,2458765.11138,0.00229,-0.00229,1.67546,0.00029,-0.00029,1.202,1250.0,6.44889,0.417778,-0.417778,6745.5,110.1,-110.1,4.09,0.09,-0.09,1.78,0.07,-0.07
653,22.972973,46.399826,-5.702,0.129,-0.129,-4.439,0.099,-0.099,2458771.77219,0.00876,-0.00876,7.57193,0.00278,-0.00278,2.656,420.0,10.2119,0.852754,-0.852754,9146.0,140.2,-140.2,3.45,0.07,-0.07,4.72,0.2,-0.2
654,24.690503,42.677739,10.862,0.109,-0.109,-10.268,0.186,-0.186,2460633.005956,0.000898,-0.000898,5.9382163,5.2e-06,-5.2e-06,2.244,6171.0,18.5099,1.37265,-1.37265,6775.5,129.2,-129.2,3.97,0.1,-0.1,2.09,0.14,-0.14
655,289.226288,49.548281,14.337,0.048,-0.048,23.364,0.04,-0.04,2459444.896746,0.001203,-0.001203,9.4341589,1.06e-05,-1.06e-05,2.8505348,4001.924935,6.3734064,0.4152163,-0.4152163,5450.4,272.0,-272.0,4.48,0.09,-0.09,0.938168,0.0554422,-0.0554422
656,257.876742,72.135555,1.411,0.07,-0.07,11.342,0.089,-0.089,2458712.08879,0.00037,-0.00037,2.09989,7e-05,-7e-05,0.908,27336.4,10.1564,1.58125,-1.58125,6025.3,331.7,-331.7,4.46,0.08,-0.08,1.04,0.11,-0.11
657,324.714399,65.039172,8.796,0.05,-0.05,3.611,0.048,-0.048,2458740.21873,0.00074,-0.00074,1.44127,2e-05,-2e-05,2.605,2750.0,9.20279,0.314565,-0.314565,8009.0,436.9,-436.9,4.29,0.08,-0.08,1.65,0.05,-0.05
658,8.163572,54.654594,18.638,0.042,-0.042,-1.434,0.042,-0.042,2458765.31897,0.00557,-0.00557,1.08697,0.00021,-0.00021,1.967,860.0,4.98445,0.414572,-0.414572,5751.0,167.7,-167.7,4.0,0.08,-0.08,1.69,0.09,-0.09
659,48.352264,49.783757,,,,,,,2458791.07301,0.00363,-0.00363,0.68601,0.0002,-0.0002,1.614,910.0,,,,,,,,,,,,
660,20.717398,48.955364,3.798,0.085,-0.085,-6.27,0.09,-0.09,2459904.889359,0.001278,-0.001278,3.4648951,6.9e-06,-6.9e-06,1.046,1339.0,9.72728,0.677133,-0.677133,8455.3,109.4,-109.4,3.95,0.08,-0.08,2.54,0.12,-0.12
661,41.467598,-64.320687,29.82,0.042,-0.042,4.632,0.046,-0.046,2459128.64364,0.00145,-0.00145,14.152,3e-05,-3e-05,3.599,3800.0,10.6751,1.45569,-1.45569,5823.9,138.2,-138.2,4.6,0.16,-0.16,1.28,0.06,-0.06
662,29.032856,52.585482,3.483,0.119,-0.119,-4.865,0.139,-0.139,2459882.378835,0.000387,-0.000387,0.2580006,8.7e-06,-8.7e-06,0.5351356,812.7310325,6.2776081,2.2770362,-2.2770362,9035.0,204.2,-204.2,4.16,0.08,-0.08,2.08687,0.101281,-0.101281
663,38.821696,55.703217,7.133,0.066,-0.066,-7.668,0.071,-0.071,2458791.81704,0.00647,-0.00647,2.27456,0.00108,-0.00108,3.32,1020.0,13.266,3.23854,-3.23854,6777.0,159.7,-159.7,3.55,0.09,-0.09,3.35,0.16,-0.16
664,38.123017,52.704091,41.218,0.08,-0.08,-46.098,0.068,-0.068,2458791.5299,0.00594,-0.00594,0.98999,0.00047,-0.00047,2.05,420.0,3.95137,0.349131,-0.349131,6208.0,172.9,-172.9,3.99,0.08,-0.08,1.84,0.08,-0.08
665,38.810203,48.273763,115.886,0.083,-0.083,-98.373,0.081,-0.081,2458805.455547,1e-05,-1e-05,1098.2258586,1.2e-06,-1.2e-06,6.121,4496.0,5.13949,0.420189,-0.420189,4582.0,131.0,-131.0,4.55,0.1,-0.1,0.74,0.06,-0.06
666,33.505238,53.121508,1.2,1.9,-1.9,-7.4,1.9,-1.9,2460635.87017,0.000435,-0.000435,0.5596691,3e-07,-3e-07,1.478,4538.0,24.4148,,,8368.0,111.2,-111.2,,,,2.3,,
667,44.720241,58.735245,-3.5,3.1,-3.1,-1.2,3.0,-3.0,2459907.730268,0.004471,-0.004471,1099.2560385,0.0063003,-0.0063003,5.661,2970.0,23.8658,,,8494.0,,,,,,2.18,,
668,15.606503,60.715521,-1.996,0.156,-0.156,-2.246,0.159,-0.159,2458793.38207,0.00423,-0.00423,3.01106,0.0008,-0.0008,3.073,1617.22,7.20703,1.30585,-1.30585,6516.0,559.8,-559.8,,,,1.63,0.29,-0.29
