,ra,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_trandurh,pl_trandep,pl_rade,pl_radeerr1,pl_radeerr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_rad,st_raderr1,st_raderr2
0,112.357708,-12.69596,-5.964,0.085,-0.085,-0.076,0.072,-0.072,2459229.630046,0.001657,-0.001657,2.1713484,0.0002637,-0.0002637,2.0172196,656.8860989,5.8181633,1.9105465,-1.9105465,10249.0,264.7,-264.7,4.19,0.07,-0.07,2.16986,0.0725729,-0.0725729
1,122.580465,-5.513852,-4.956,0.102,-0.102,-15.555,0.072,-0.072,2459987.948873,0.001916,-0.001916,1.9316462,5.3e-06,-5.3e-06,3.166,1286.0,11.2154,2.6242,-2.6242,7070.0,126.4,-126.4,4.03,0.09,-0.09,2.01,0.09,-0.09
2,104.726966,-10.580455,-1.462,0.206,-0.206,-2.249,0.206,-0.206,2459224.687802,0.000625,-0.000625,1.8675574,3e-06,-3e-06,1.408,1500.0,23.7529,,,8924.0,124.0,-124.0,,,,5.73,,
3,110.559945,-25.207017,-0.939,0.041,-0.041,1.64,0.055,-0.055,2458493.3957,0.00535,-0.00535,2.74323,0.00108,-0.00108,3.167,383.41,,,,5388.5,567.0,-567.0,4.15,1.64,-1.64,,,
4,122.178195,-48.802811,-4.496,0.069,-0.069,9.347,0.062,-0.062,2459987.047262,0.003748,-0.003748,3.5730141,1.28e-05,-1.28e-05,3.37,755.0,11.3113,3.24714,-3.24714,9219.0,171.1,-171.1,4.14,0.07,-0.07,2.15,0.06,-0.06
5,120.704811,-11.101521,-26.932,1.935,-1.935,-2.901,2.06,-2.06,2459985.156855,0.000581,-0.000581,4.5505945,3.1e-06,-3.1e-06,2.654,3731.0,7.10841,0.474611,-0.474611,5613.0,179.9,-179.9,,,,1.09,0.07,-0.07
6,124.359239,-27.273521,-29.1,2.6,-2.6,-6.8,2.2,-2.2,2459229.984579,0.002159,-0.002159,2.5047918,0.0004076,-0.0004076,4.3797563,2270.5402194,8.6950898,8.438766,-8.438766,6616.0,200.0,-200.0,,,,1.53429,1.4887,-1.4887
7,112.752393,-4.463359,0.357,0.058,-0.058,3.399,0.045,-0.045,2459247.930695,0.0013,-0.0013,6.9989206,1.37e-05,-1.37e-05,3.953,2840.0,14.7752,0.764705,-0.764705,6596.0,139.2,-139.2,3.71,0.09,-0.09,2.7,0.13,-0.13
8,109.382839,13.395219,-17.9,1.1,-1.1,1.3,1.0,-1.0,2460258.236122,0.002805,-0.002805,2.0483755,5.5e-06,-5.5e-06,2.767,483.0,3.19621,,,6858.5,584.6,-584.6,4.2,1.9,-1.9,1.57,,
9,111.667845,-24.462111,-3.297,0.319,-0.319,4.849,0.358,-0.358,2459229.230924,0.000389,-0.000389,1.9600277,2.5e-06,-2.5e-06,2.0065257,1707.6272693,,,,8868.7,809.8,-809.8,,,,,,
10,318.737012,-55.871863,12.641,0.044,-0.044,-16.011,0.041,-0.041,2458326.009117,0.000132,-0.000132,1.4303699,8e-07,-8e-07,1.6165994,18960.7122944,13.1874503,0.6576402,-0.6576402,5600.0,,,4.48851,,,0.890774,0.0438467,-0.0438467
11,112.293981,-21.832912,-5.746,0.176,-0.176,4.502,0.261,-0.261,2459228.878101,0.000791,-0.000791,0.6808702,3.9e-05,-3.9e-05,2.4634563,1507.8006889,5.9115908,1.5360428,-1.5360428,9438.0,782.0,-782.0,,,,1.0,,
12,113.984761,-32.841999,145.102,0.046,-0.046,-134.901,0.052,-0.052,2459984.627768,0.002619,-0.002619,2.4704981,7.3e-06,-7.3e-06,2.191,250.0,1.44656,0.107503,-0.107503,5413.7,132.8,-132.8,4.46,0.09,-0.09,0.94,0.05,-0.05
13,117.095285,6.785064,-2.99,0.202,-0.202,-0.029,0.106,-0.106,2459252.509595,0.000369,-0.000369,0.884182,7e-07,-7e-07,1.621,1890.0,24.8132,5.41599,-5.41599,8928.0,128.7,-128.7,3.92,0.08,-0.08,2.72,0.13,-0.13
14,107.286063,-31.933523,-3.973,0.063,-0.063,7.061,0.071,-0.071,2459232.248322,0.000512,-0.000512,5.4255548,0.0002073,-0.0002073,3.9637474,14939.6342222,,,,8868.7,809.8,-809.8,,,,,,
15,103.561602,-34.22282,-13.063,0.078,-0.078,9.737,0.141,-0.141,2459985.657041,0.000309,-0.000309,1.4095184,2.3e-06,-2.3e-06,0.9484999,2841.5103258,,,,9307.0,938.9,-938.9,,,,,,
16,122.895964,-27.971896,1.566,0.052,-0.052,-17.974,0.053,-0.053,2459963.610065,0.004221,-0.004221,1.3730466,6.7e-06,-6.7e-06,2.5708515,1301.5065338,42.1479417,46.48904,-46.48904,4897.0,122.0,-122.0,,,,6.7996101,,
17,116.110771,-36.098285,-9.231,0.048,-0.048,11.614,0.052,-0.052,2459238.831138,0.006715,-0.006715,12.6889415,0.0095088,-0.0095088,7.9201001,3232.8527885,14.0608342,15.241591,-15.241591,7601.0,135.8,-135.8,4.31,0.08,-0.08,1.53641,0.0479799,-0.0479799
18,124.726411,-37.78325,-11.278,0.045,-0.045,9.593,0.045,-0.045,2458518.96536,0.00137,-0.00137,1.10422,0.00013,-0.00013,2.37,14177.7,21.0448,5.22012,-5.22012,6995.2,157.0,-157.0,4.07,0.55,-0.55,1.61,0.07,-0.07
19,111.716019,-50.266567,-8.018,0.049,-0.049,11.56,0.047,-0.047,2458492.78078,0.00073,-0.00073,4.95912,0.00016,-0.00016,2.509,7440.0,22.9123,3.28055,-3.28055,5889.0,124.3,-124.3,3.86,0.07,-0.07,2.0,0.09,-0.09
20,120.147994,-54.878552,-11.732,0.047,-0.047,2.586,0.061,-0.061,2459232.446864,0.00012,-0.00012,5.2341008,1.2e-06,-1.2e-06,3.7078139,20796.9416293,24.2931408,0.7497171,-0.7497171,7645.0,134.4,-134.4,4.3,0.08,-0.08,1.56203,0.0481257,-0.0481257
21,87.139821,-63.988329,-15.641,0.037,-0.037,26.046,0.037,-0.037,2460187.916571,0.000126,-0.000126,4.4119378,8e-07,-8e-07,3.65,15062.0,15.4706,0.691963,-0.691963,6280.0,,,4.32092,,,1.21,0.05,-0.05
22,128.381976,-43.828421,-5.814,0.051,-0.051,4.328,0.047,-0.047,2458521.29108,0.00241,-0.00241,3.28892,0.00066,-0.00066,3.793,10518.9,,,,8734.2,283.6,-283.6,4.1,1.45,-1.45,,,
23,119.30075,-42.999149,-3.211,0.046,-0.046,-15.082,0.051,-0.051,2458492.90429,0.00426,-0.00426,1.90879,0.00035,-0.00035,1.909,618.482,3.34688,0.217749,-0.217749,6022.6,133.5,-133.5,4.52,0.39,-0.39,1.22,0.05,-0.05
24,162.96491,-5.788708,-15.787,0.09,-0.09,-11.849,0.077,-0.077,2458547.448,0.00834,-0.00834,3.09574,0.00677,-0.00677,4.475,380.0,3.4262,0.778713,-0.778713,6084.0,111.0,-111.0,4.13,0.3,-0.3,1.41,0.05,-0.05
25,120.837688,-51.345626,-23.366,0.042,-0.042,22.652,0.04,-0.04,2459303.303969,0.003015,-0.003015,1.3214483,2.31e-05,-2.31e-05,3.435,2180.0,21.8839,4.01475,-4.01475,5050.8,86.8,-86.8,3.56,0.4,-0.4,2.99,0.15,-0.15
26,86.820714,-72.422611,1.128,0.044,-0.044,11.563,0.047,-0.047,2458339.72276,0.00592,-0.00592,18.0157,0.00015,-0.00015,2.524,610.0,21.644,,,4709.0,122.0,-122.0,,,,7.61,,
27,142.521159,-51.517114,-19.153,0.168,-0.168,11.046,0.178,-0.178,2458545.149804,9.2e-05,-9.2e-05,9.6837921,9e-07,-9e-07,2.4006056,4238.2399008,,,,8598.7,1245.7,-1245.7,,,,,,
28,125.434634,-51.759442,47.228,0.047,-0.047,-6.325,0.039,-0.039,2460720.807674,0.00363,-0.00363,14.2628757,3.85e-05,-3.85e-05,6.9350494,913.2067174,2.4765813,0.1510812,-0.1510812,5690.0,129.0,-129.0,4.58,0.08,-0.08,0.853898,0.0413895,-0.0413895
29,167.133275,-29.653135,-87.554,0.073,-0.073,12.992,0.057,-0.057,2460037.86905,0.001406,-0.001406,3.2834565,4.6e-06,-4.6e-06,1.537,1558.0,2.87648,0.314177,-0.314177,4272.0,122.7,-122.7,4.6,0.11,-0.11,0.68,0.06,-0.06
30,167.133275,-29.653135,-87.554,0.073,-0.073,12.992,0.057,-0.057,2460032.53325,0.002913,-0.002913,11.02875,3.54e-05,-3.54e-05,2.715,1694.0,2.76586,0.268927,-0.268927,4272.0,122.7,-122.7,4.6,0.11,-0.11,0.68,0.06,-0.06
31,167.133275,-29.653135,-87.554,0.073,-0.073,12.992,0.057,-0.057,2460032.57304,0.002567,-0.002567,5.0113292,1.2e-05,-1.2e-05,1.024,1210.0,2.52314,0.302798,-0.302798,4272.0,122.7,-122.7,4.6,0.11,-0.11,0.68,0.06,-0.06
32,157.098337,-51.705409,30.65,0.054,-0.054,-33.906,0.056,-0.056,2458544.48066,0.00412,-0.00412,1.01606,0.00034,-0.00034,2.843,240.0,1.20704,0.0989898,-0.0989898,4634.0,120.9,-120.9,4.64,0.09,-0.09,0.68,0.05,-0.05
33,88.73909,-65.958839,,,,,,,2458365.89313,0.00096,-0.00096,36.22214,0.00046,-0.00046,5.107,7170.0,,,,,,,,,,,,
34,312.457488,-24.428694,10.426,0.07,-0.07,15.62,0.051,-0.051,2458327.25256,0.000586,-0.000586,3.547854,0.000149,-0.000149,3.494333,10424.3718,14.581841,0.196435,-0.196435,6351.0,,,4.22896,,,1.4,,
35,155.831478,-57.590248,-26.184,2.184,-2.184,22.489,1.073,-1.073,2460054.783937,0.000628,-0.000628,12.1246519,1.03e-05,-1.03e-05,4.612,7279.0,17.6729,2.59688,-2.59688,4807.6,60.0,-60.0,4.17,0.36,-0.36,1.07,0.03,-0.03
36,140.88389,-67.026006,-23.901,0.042,-0.042,3.03,0.047,-0.047,2459304.837939,0.002852,-0.002852,5.652623,2.54e-05,-2.54e-05,3.434,1250.0,8.94354,1.13988,-1.13988,6415.4,103.2,-103.2,3.98,0.08,-0.08,1.92,0.08,-0.08
37,159.221506,-42.541639,-15.15,0.072,-0.072,6.437,0.087,-0.087,2459283.828685,0.000897,-0.000897,5.6643704,1.09e-05,-1.09e-05,3.8087395,3491.8232968,14.7738943,0.7471176,-0.7471176,10395.0,320.6,-320.6,4.13,0.07,-0.07,2.3383701,0.109357,-0.109357
38,87.282586,-60.498444,8.9,3.1,-3.1,20.7,2.2,-2.2,2460195.100648,0.002821,-0.002821,29.0160175,6.47e-05,-6.47e-05,5.345,1389.0,6.77406,,,6113.1,,,,,,2.01,,
39,134.441752,-49.000578,-4.837,0.063,-0.063,4.109,0.062,-0.062,2460768.617427,0.002617,-0.002617,3.6404389,8.2e-06,-8.2e-06,2.5339234,476.3077321,3.7025342,0.1738907,-0.1738907,9810.0,173.7,-173.7,4.43,0.06,-0.06,1.60776,0.0427739,-0.0427739
40,144.150273,-61.583182,-9.506,0.239,-0.239,16.897,0.207,-0.207,2459286.872605,0.000437,-0.000437,6.0744477,5.9e-06,-5.9e-06,2.4954821,5982.5212406,30.9493217,11.697444,-11.697444,5964.0,128.4,-128.4,3.7,0.09,-0.09,2.4303801,0.151568,-0.151568
41,157.867112,-42.240448,10.992,0.037,-0.037,-57.748,0.049,-0.049,2460037.172273,0.001095,-0.001095,3.7795212,4e-06,-4e-06,2.952,2761.0,5.98375,0.311897,-0.311897,5771.0,132.3,-132.3,4.31,0.08,-0.08,1.18,0.06,-0.06
42,147.385172,-63.306478,-19.687,0.07,-0.07,10.953,0.068,-0.068,2459331.124512,0.003174,-0.003174,1.2025238,6.7e-06,-6.7e-06,1.991,390.0,6.31106,1.99504,-1.99504,9158.0,171.4,-171.4,4.32,0.07,-0.07,1.74,0.05,-0.05
43,128.454638,-49.940347,-15.5,1.6,-1.6,7.0,1.5,-1.5,2459273.371643,0.002025,-0.002025,3.2235985,1.38e-05,-1.38e-05,2.159,680.0,5.51341,,,8904.0,239.9,-239.9,4.09,1.36,-1.36,2.17,,
44,149.688545,-58.760453,-6.434,0.215,-0.215,4.098,0.246,-0.246,2460031.2166,0.00071,-0.00071,4.420125,8.5e-06,-8.5e-06,3.956,2466.0,,,,,,,,,,,,
45,319.949697,-58.148933,10.552,0.045,-0.045,-10.658,0.043,-0.043,2460150.608677,0.000682,-0.000682,4.0872956,2.3e-06,-2.3e-06,5.586113,3572.1712499,13.6237732,0.6518233,-0.6518233,6036.0,,,3.93359,,,2.2186699,0.102573,-0.102573
46,128.61421,-61.488262,-11.78,0.118,-0.118,6.725,0.097,-0.097,2458520.65674,0.00497,-0.00497,2.55555,0.00045,-0.00045,1.566,340.0,11.5901,,,10037.0,123.0,-123.0,,,,6.04,,
47,138.402252,-55.19791,-14.189,0.065,-0.065,14.261,0.058,-0.058,2459261.801216,0.0004,-0.0004,8.30792,0.00037,-0.00037,3.228,8350.0,43.1068,4.42399,-4.42399,9081.0,173.2,-173.2,3.83,0.07,-0.07,3.05,0.09,-0.09
48,141.975215,-61.33004,-11.595,0.056,-0.056,3.139,0.057,-0.057,2459281.337956,0.001287,-0.001287,0.758082,7.3e-06,-7.3e-06,1.8184632,583.93181,10.1273702,0.6658212,-0.6658212,9917.0,199.6,-199.6,3.75,0.06,-0.06,3.5086601,0.120121,-0.120121
49,128.302319,-52.714202,-9.496,0.051,-0.051,14.659,0.045,-0.045,2459985.770425,0.003745,-0.003745,1.4415577,7.4e-06,-7.4e-06,2.349,507.0,3.61078,0.26004,-0.26004,6902.0,135.7,-135.7,4.25,0.09,-0.09,1.52,0.06,-0.06
50,153.811023,-58.766393,-14.441,0.073,-0.073,6.214,0.069,-0.069,2460037.194672,0.000793,-0.000793,1.0085089,9e-07,-9e-07,1.642,3051.0,,,,5215.2,1166.8,-1166.8,,,,,,
51,159.887704,-32.51188,-34.609,0.053,-0.053,14.667,0.057,-0.057,2459301.544126,0.000611,-0.000611,3.7039994,3.7e-06,-3.7e-06,4.277,7590.0,17.57,0.746573,-0.746573,7013.8,299.6,-299.6,4.21,0.44,-0.44,1.9,0.08,-0.08
52,126.419468,-60.907514,-1.536,0.058,-0.058,-9.979,0.048,-0.048,2460177.867195,0.001123,-0.001123,1.3042553,2e-06,-2e-06,1.706,914.0,9.36472,1.30647,-1.30647,6762.0,130.2,-130.2,4.11,0.08,-0.08,1.75,0.07,-0.07
53,144.581535,-67.505097,-35.412,0.104,-0.104,24.084,0.128,-0.128,2458544.79061,0.00092,-0.00092,0.62627,2e-05,-2e-05,0.666,1880.0,5.72162,0.894462,-0.894462,5622.0,131.2,-131.2,4.5,0.07,-0.07,0.93,0.05,-0.05
54,136.527702,-54.903922,-10.863,0.096,-0.096,7.063,0.089,-0.089,2458518.376,0.00075,-0.00075,0.30412,1e-05,-1e-05,0.748,1330.0,10.417,0.668057,-0.668057,11892.0,235.8,-235.8,4.14,0.07,-0.07,2.52,0.09,-0.09
55,253.768848,-28.710584,-8.568,0.1,-0.1,-5.562,0.055,-0.055,2459363.821393,0.000699,-0.000699,2.1805277,2.7e-06,-2.7e-06,2.969175,16340.1353205,16.808853,0.8821375,-0.8821375,6599.0,200.0,-200.0,4.21017,1.96411,-1.96411,1.2714601,0.0635578,-0.0635578
56,337.457824,-48.003099,91.976,0.052,-0.052,-6.861,0.069,-0.069,2459084.58501,0.00011,-0.00011,2.1846669,5e-07,-5e-07,2.86528,11708.0228549,13.7028527,0.6619751,-0.6619751,5630.0,,,4.37759,,,1.23824,0.0596985,-0.0596985
57,239.962248,-28.061794,-8.1,0.102,-0.102,-9.639,0.055,-0.055,2459355.54563,0.000257,-0.000257,3.7354838,2.1e-06,-2.1e-06,4.142,17030.0,21.2315,1.19579,-1.19579,6650.0,,,4.1639,,,1.57,0.09,-0.09
58,40.365939,-71.462749,168.17,2.0,-2.0,-56.04,2.0,-2.0,2458657.736625,0.007425,-0.007425,21.701669,0.0095323,-0.0095323,8.2676424,211.6567325,2.3751494,0.6983451,-0.6983451,5625.0,80.0,-80.0,4.438,,,1.56486,0.186629,-0.186629
59,337.510274,-75.646561,-63.327,0.046,-0.046,-1.942,0.044,-0.044,2458332.941229,0.002642,-0.002642,9.139804,0.0001109,-0.0001109,3.0912936,358.4157801,3.0629855,2.8175755,-2.8175755,5958.2,76.0,-76.0,4.34,0.12,-0.12,1.58,0.165123,-0.165123
60,290.977117,-33.351416,-18.692,0.065,-0.065,-8.192,0.059,-0.059,2458657.999179,0.001553,-0.001553,5.742625,0.000621,-0.000621,2.860293,1105.760867,13.088532,3.636668,-3.636668,5664.0,188.0,-188.0,3.26574,0.355261,-0.355261,3.86959,0.644568,-0.644568
61,302.114174,-54.317501,1.594,0.054,-0.054,-15.903,0.049,-0.049,2460122.700139,0.019948,-0.019948,15.5077855,0.0002372,-0.0002372,4.565,513.0,2.43432,0.142957,-0.142957,6122.0,194.0,-194.0,4.30881,0.268555,-0.268555,1.17,0.05,-0.05
62,293.286615,-54.532728,108.439,0.074,-0.074,-82.632,0.052,-0.052,2458661.062711,0.000867,-0.000867,17.4713078,1.76e-05,-1.76e-05,4.4284819,1199.7541483,3.5766828,0.2409907,-0.2409907,5783.54,7.82429,-7.82429,4.49925,0.019231,-0.019231,0.974669,0.0546984,-0.0546984
63,339.258703,-76.917605,9.716,0.041,-0.041,-20.168,0.044,-0.044,2458326.062424,0.001997,-0.001997,5.3079507,1.91e-05,-1.91e-05,3.2158594,391.3830934,3.0486928,0.3630359,-0.3630359,6124.3,83.0,-83.0,4.38,0.16,-0.16,1.36963,0.0633668,-0.0633668
64,127.996917,-78.407564,117.721,0.081,-0.081,-24.565,0.076,-0.076,2458607.350901,0.00308,-0.00308,51.1701501,0.0001962,-0.0001962,6.6641048,851.4547808,2.9366826,0.26575,-0.26575,5599.0,187.0,-187.0,4.46138,0.26998,-0.26998,0.943356,0.0456583,-0.0456583
65,288.911772,-31.790813,3.226,0.082,-0.082,-16.323,0.067,-0.067,2458663.023129,0.004563,-0.004563,11.1296441,6.03e-05,-6.03e-05,7.0473822,951.6169809,12.8402271,0.8162001,-0.8162001,5785.0,189.0,-189.0,4.344,2.00356,-2.00356,3.4475601,0.174417,-0.174417
66,269.714503,-60.922727,4.297,0.037,-0.037,-207.409,0.034,-0.034,2460106.337519,0.000382,-0.000382,9.4496506,2.8e-06,-2.8e-06,2.021,19750.0,17.0216,1.10249,-1.10249,5509.0,186.0,-186.0,4.39758,2.00408,-2.00408,0.94,0.06,-0.06
67,68.959816,-64.027039,10.845,0.035,-0.035,-0.499,0.052,-0.052,2460201.638583,0.000127,-0.000127,2.8493825,3e-07,-3e-07,3.567,8049.0,16.3869,0.734704,-0.734704,6900.0,,,4.438,,,1.77,0.08,-0.08
68,299.290995,-48.934476,2.224,0.286,-0.286,-14.604,0.228,-0.228,2460149.536226,0.001995,-0.001995,2.0685633,4e-06,-4e-06,0.373,502.0,3.89739,0.417306,-0.417306,5687.9,76.0,-76.0,4.6,0.12,-0.12,1.14,0.07,-0.07
69,284.688908,-41.242483,24.978,0.089,-0.089,-71.79,0.091,-0.091,2458654.253249,0.003078,-0.003078,0.540933,0.000107,-0.000107,1.674337,257.347459,2.28501,0.57323,-0.57323,5525.0,186.0,-186.0,4.25342,0.29667,-0.29667,1.21935,0.16458,-0.16458
70,38.120968,-78.023683,107.847,0.045,-0.045,30.732,0.042,-0.042,2460177.200429,0.001332,-0.001332,4.1150576,5.6e-06,-5.6e-06,1.08,487.0,2.30057,0.16833,-0.16833,5394.0,185.0,-185.0,4.50942,0.276077,-0.276077,0.89,0.05,-0.05
71,230.555493,-83.056214,-89.125,0.041,-0.041,-9.6,0.044,-0.044,2458629.391681,0.001492,-0.001492,10.0665238,2.37e-05,-2.37e-05,2.4023189,839.9044871,2.7272824,0.2128311,-0.2128311,5552.0,187.0,-187.0,4.61783,0.263463,-0.263463,0.791742,0.0453065,-0.0453065
72,296.003935,-47.56203,-3.457,0.124,-0.124,-100.891,0.072,-0.072,2458656.668478,0.001185,-0.001185,6.4438657,1.65e-05,-1.65e-05,1.9309449,1121.9512275,2.460344,1.638728,-1.638728,4803.0,178.0,-178.0,4.52079,2.00348,-2.00348,0.737189,0.0567035,-0.0567035
73,296.003935,-47.56203,-3.457,0.124,-0.124,-100.891,0.072,-0.072,2458664.490132,0.001696,-0.001696,12.2265595,2.69e-05,-2.69e-05,2.1904379,1206.3693293,2.6014766,1.7533404,-1.7533404,4803.0,178.0,-178.0,4.52079,2.00348,-2.00348,0.737189,0.0567035,-0.0567035
74,286.36675,-50.06735,7.315,0.037,-0.037,-0.862,0.029,-0.029,2458654.347994,0.002094,-0.002094,2.160344,0.000276,-0.000276,1.828854,19357.992992,22.503541,17.500204,-17.500204,5780.0,,,4.32928,,,1.2,,
75,285.096517,-54.893341,3.99,0.054,-0.054,-37.19,0.042,-0.042,2458657.832537,0.001239,-0.001239,4.606184,0.000392,-0.000392,3.121643,13793.034867,12.962219,0.582183,-0.582183,5670.0,,,4.3925,,,1.07,,
76,288.672005,-59.57935,3.125,0.031,-0.031,6.146,0.029,-0.029,2458656.987874,0.000501,-0.000501,3.1316735,3.3e-06,-3.3e-06,2.4579197,14915.6943722,9.4995191,0.3442331,-0.3442331,4351.0,167.0,-167.0,4.438,,,0.76701,,
77,284.399762,-49.138513,11.096,0.044,-0.044,-5.764,0.042,-0.042,2458656.633231,0.001251,-0.001251,3.180362,0.000247,-0.000247,2.111521,21192.463324,13.446487,0.600679,-0.600679,5498.0,,,4.47934,,,0.92,,
78,289.479212,-32.860124,-16.778,0.108,-0.108,-31.803,0.089,-0.089,2460147.378764,0.000256,-0.000256,2.9776446,8e-07,-8e-07,2.962,13022.0,14.4339,0.765765,-0.765765,5703.0,188.0,-188.0,4.25824,0.298282,-0.298282,1.22,0.06,-0.06
79,313.783239,-34.135751,26.376,0.078,-0.078,-44.947,0.059,-0.059,2460176.993334,0.000449,-0.000449,3.9502008,2.6e-06,-2.6e-06,4.444,13914.0,20.5357,0.899664,-0.899664,6153.0,,,4.18077,,,1.71,0.07,-0.07
80,289.478541,-32.861327,,,,,,,2458655.579241,0.000532,-0.000532,2.9776152,9.78e-05,-9.78e-05,3.25697,43218.111683,26.88423,0.196978,-0.196978,5740.0,,,4.29219,,,1.28,,
81,280.184169,-58.459388,-27.094,0.052,-0.052,-30.897,0.048,-0.048,2458655.394059,0.000376,-0.000376,3.5544026,2e-06,-2e-06,2.0550535,10164.8753396,13.200677,0.7620152,-0.7620152,5639.0,188.0,-188.0,4.37172,2.00387,-2.00387,1.11499,0.0591758,-0.0591758
82,75.627307,-72.913998,1.679,0.043,-0.043,32.797,0.04,-0.04,2459211.732146,0.002195,-0.002195,12.8379689,0.0031236,-0.0031236,9.8464123,10539.0192794,25.4886382,1.376776,-1.376776,5765.0,189.0,-189.0,4.34773,2.00358,-2.00358,2.4494,0.11699,-0.11699
83,287.484402,-49.664942,3.827,0.058,-0.058,4.878,0.038,-0.038,2459036.472812,0.001293,-0.001293,3.9228016,1.22e-05,-1.22e-05,1.8736007,31510.9004906,13.3368705,0.4312808,-0.4312808,4444.0,168.0,-168.0,4.438,,,0.6983,,
84,310.761004,-72.010267,20.031,0.042,-0.042,42.175,0.054,-0.054,2458662.652685,0.003188,-0.003188,13.9428705,5.85e-05,-5.85e-05,3.7522756,1015.395543,2.4233421,1.1757723,-1.1757723,5206.0,183.0,-183.0,4.63095,0.280579,-0.280579,0.741671,0.0479724,-0.0479724
85,309.971209,-65.449699,-99.737,0.023,-0.023,-59.95,0.039,-0.039,2458654.249503,0.000554,-0.000554,0.6047392,5.6e-06,-5.6e-06,1.0403847,1027.6833479,1.8625587,1.4926332,-1.4926332,4046.0,170.0,-170.0,4.60963,0.230678,-0.230678,0.580337,0.0172756,-0.0172756
86,294.633694,-55.330269,5.382,0.051,-0.051,-38.112,0.047,-0.047,2458654.163257,0.000119,-0.000119,2.5495611,7e-07,-7e-07,2.6173308,14921.4021936,12.9171288,0.6510275,-0.6510275,5659.0,,,4.44653,,,1.03997,0.0519397,-0.0519397
87,173.810798,-88.096213,-22.788,0.032,-0.032,9.977,0.031,-0.031,2458654.102739,0.000206,-0.000206,1.6062693,1e-06,-1e-06,1.9561305,16725.3019333,12.6436029,0.3239791,-0.3239791,5192.0,182.0,-182.0,4.4617,2.00368,-2.00368,0.984326,,
88,306.928646,-56.462287,424.414,0.073,-0.073,-1230.62,0.073,-0.073,2458654.10332,0.000362,-0.000362,0.5182425,4.2e-06,-4.2e-06,0.8565249,831.8920424,1.3485121,0.0900143,-0.0900143,3325.0,102.0,-102.0,4.88693,0.098941,-0.098941,0.390989,0.0117402,-0.0117402
89,283.119492,-55.387928,-1.479,0.049,-0.049,-2.677,0.043,-0.043,2458656.380357,0.00199,-0.00199,3.1644075,1.22e-05,-1.22e-05,2.0576293,5603.4635466,14.8814743,1.1265037,-1.1265037,6519.0,194.0,-194.0,4.22068,,,1.7234,,
90,316.96148,-26.09672,3.479,0.063,-0.063,-10.313,0.038,-0.038,2458328.08383,0.000439,-0.000439,3.0440541,4.3e-06,-4.3e-06,2.5984575,22236.0165376,12.1086799,0.2679916,-0.2679916,5523.0,,,4.52192,,,0.809868,,
91,276.368325,-52.214573,-270.293,0.107,-0.107,-69.552,0.109,-0.109,2458654.060577,0.001219,-0.001219,3.9652485,1.22e-05,-1.22e-05,1.0112593,3680.7544436,1.2305102,1.0583848,-1.0583848,3296.0,64.0,-64.0,4.96636,0.407584,-0.407584,0.199988,0.0059812,-0.0059812
92,282.140409,-40.11177,-5.214,1.083,-1.083,-5.918,1.083,-1.083,2458654.026119,0.002567,-0.002567,2.98278,0.000442,-0.000442,3.109528,6136.231662,11.467011,11.475316,-11.475316,6027.0,192.0,-192.0,4.29978,2.0042,-2.0042,1.23975,1.23975,-1.23975
93,83.275809,-80.815478,-10.282,0.042,-0.042,45.685,0.05,-0.05,2458626.085696,0.003152,-0.003152,16.3469053,5.04e-05,-5.04e-05,3.5865698,2212.4257252,3.5059571,0.3785092,-0.3785092,4310.0,173.0,-173.0,4.57345,0.230511,-0.230511,0.649613,0.0616131,-0.0616131
94,296.822194,-87.32281,-82.691,0.045,-0.045,-290.716,0.055,-0.055,2458627.915974,0.002201,-0.002201,12.9802953,3.43e-05,-3.43e-05,2.5034417,2407.2608671,2.4241912,1.6760336,-1.6760336,3614.0,64.0,-64.0,4.81257,0.359456,-0.359456,0.491323,0.0146852,-0.0146852
95,268.890707,-61.7474,1.031,0.04,-0.04,-17.577,0.041,-0.041,2458653.973305,0.00013,-0.00013,1.3484961,6e-07,-6e-07,2.4074261,18463.7636682,15.8824638,0.8602182,-0.8602182,6346.0,,,4.38484,,,1.14759,0.061613,-0.061613
96,77.605399,-59.535664,1.584,1.171,-1.171,17.711,1.171,-1.171,2460041.175097,0.00086,-0.00086,3.2541181,8e-07,-8e-07,4.341,13620.0,14.9476,,,6102.0,193.0,-193.0,4.28649,2.00486,-2.00486,1.28,,
97,305.56982,-88.568495,16.867,0.035,-0.035,-14.683,0.035,-0.035,2458655.291499,0.000741,-0.000741,3.7178828,4.1e-06,-4.1e-06,5.5277827,4864.8405125,14.6986197,0.8573183,-0.8573183,5818.0,190.0,-190.0,4.33787,2.00353,-2.00353,2.0840001,0.106131,-0.106131
98,238.001011,-76.49349,-5.338,0.041,-0.041,-9.267,0.054,-0.054,2458630.77194,0.0028,-0.0028,9.30992,0.00209,-0.00209,3.464,2220.0,14.2968,0.777875,-0.777875,6907.0,135.5,-135.5,3.63,0.09,-0.09,3.09,0.14,-0.14
